Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Ind	verbs_form_dist_Fin	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Ind	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_+	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:cleft	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_expl	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2
norwegian_clean_21.conllu	1	30	30.0	5.851851851851852	26.666666666666668	10.0	3.3333333333333335	3.3333333333333335	3.3333333333333335	3.3333333333333335	16.666666666666668	0	3.3333333333333335	0	10.0	10.0	6.666666666666667	3.3333333333333335	0	0.6666666666666666	0	0	0	0	100.0	0	0	0	100.0	100.0	100.0	0	0	100.0	2.0	0.0	5.0	0	0	0	0	0	100.0	0	4.0	15.0	24.0	3.8076923076923075	24	1.0	1	100.0	0	0.0	100.0	0	0	3.3333333333333335	0	0	0	3.3333333333333335	20.0	0	0	0	10.0	3.3333333333333335	0	0	3.3333333333333335	3.3333333333333335	0	3.3333333333333335	0	0	6.666666666666667	0	10.0	3.3333333333333335	0	0	0	6.666666666666667	6.666666666666667	0	10.0	3.3333333333333335	3.3333333333333335	0.0	100.0	100.0	0.0	1.0	100.0	0
norwegian_clean_22.conllu	1	26	26.0	5.583333333333333	11.538461538461538	7.6923076923076925	0	0	3.8461538461538463	3.8461538461538463	30.76923076923077	0	7.6923076923076925	3.8461538461538463	0	7.6923076923076925	7.6923076923076925	15.384615384615385	0	0.625	0	100.0	100.0	50.0	50.0	0	100.0	0	0	0	0	0	0	0	4.0	100.0	2.5	0	0	50.0	50.0	0	0	0	7.0	6.5	14.0	3.3043478260869565	14	1.0	2	100.0	0	0.0	100.0	100.0	0.0	7.6923076923076925	0	0	0	0	11.538461538461538	0	0	0	11.538461538461538	3.8461538461538463	0	0	3.8461538461538463	0	0	3.8461538461538463	0	0	0	0	15.384615384615385	7.6923076923076925	7.6923076923076925	0	0	7.6923076923076925	0	0	7.6923076923076925	3.8461538461538463	7.6923076923076925	25.0	75.0	100.0	0.0	1.5	50.0	50.0
norwegian_clean_23.conllu	1	25	25.0	4.545454545454546	20.0	16.0	8.0	8.0	0	8.0	20.0	0	0	4.0	0	12.0	0	4.0	0	0.5909090909090909	0	100.0	100.0	100.0	0	0	100.0	0	100.0	100.0	100.0	0	0	100.0	2.0	100.0	6.0	0	0	0	0	0	0	100.0	4.0	12.5	11.0	2.619047619047619	11	1.0	1	100.0	0	0.0	100.0	100.0	0.0	0	0	0	0	12.0	12.0	0	0	0	16.0	0	0	0	4.0	8.0	0	8.0	0	0	0	0	0	4.0	8.0	0	0	4.0	8.0	0	12.0	4.0	0	100.0	0.0	0	0	0	0	0
norwegian_clean_24.conllu	1	25	25.0	5.826086956521739	16.0	28.0	0	0	4.0	0	36.0	0	0	0	0	8.0	0	8.0	0	0.6521739130434783	0	100.0	100.0	50.0	50.0	0	100.0	0	0	0	0	0	0	0	2.0	0.0	2.0	0	50.0	0	50.0	0	0	0	6.0	12.5	14.0	2.6363636363636362	14	1.5	2	50.0	50.0	0.0	100.0	100.0	0.0	4.0	0	0	0	0	12.0	0	4.0	0	24.0	4.0	0	0	4.0	0	0	0	0	0	0	0	4.0	12.0	4.0	0	0	4.0	12.0	0	8.0	4.0	0	0.0	100.0	0.0	100.0	1.0	100.0	0
norwegian_clean_25.conllu	1	17	17.0	6.25	17.647058823529413	11.764705882352942	0	0	5.882352941176471	5.882352941176471	29.41176470588235	0	5.882352941176471	0	0	5.882352941176471	0	17.647058823529413	0	0.6875	0	100.0	100.0	66.66666666666667	33.333333333333336	0	100.0	0	0	0	0	0	0	0	3.0	100.0	2.6666666666666665	0	0	33.333333333333336	66.66666666666667	0	0	0	6.0	5.666666666666667	4.0	1.6666666666666667	4	1.0	2	100.0	0	0.0	100.0	50.0	50.0	0	0	0	0	11.764705882352942	5.882352941176471	0	0	0	11.764705882352942	5.882352941176471	0	0	5.882352941176471	0	5.882352941176471	5.882352941176471	0	0	0	0	5.882352941176471	11.764705882352942	5.882352941176471	0	0	11.764705882352942	0	0	5.882352941176471	5.882352941176471	0	50.0	50.0	100.0	0.0	1.0	100.0	0
norwegian_clean_26.conllu	1	27	27.0	7.12	14.814814814814815	22.22222222222222	0	3.7037037037037037	3.7037037037037037	11.11111111111111	33.333333333333336	0	0	0	0	7.407407407407407	0	3.7037037037037037	0	0.56	0	0	0	0	100.0	0	0	0	100.0	100.0	100.0	0	0	100.0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	5.0	13.5	14.0	2.6666666666666665	14	1.3333333333333333	3	66.66666666666667	33.333333333333336	0	0	100.0	0.0	0	0	0	0	3.7037037037037037	11.11111111111111	0	0	0	18.51851851851852	3.7037037037037037	0	3.7037037037037037	11.11111111111111	3.7037037037037037	0	11.11111111111111	0	0	0	0	0	14.814814814814815	3.7037037037037037	0	0	0	3.7037037037037037	0	7.407407407407407	3.7037037037037037	0	100.0	0.0	0	0	0	0	0
norwegian_clean_27.conllu	1	18	18.0	7.125	11.11111111111111	16.666666666666668	0	11.11111111111111	0	0	33.333333333333336	0	0	0	5.555555555555555	11.11111111111111	5.555555555555555	5.555555555555555	0	0.625	0	0	0	0	100.0	0	0	0	100.0	100.0	100.0	0	0	100.0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	9.0	10.0	2.933333333333333	10	1.0	2	100.0	0	0.0	100.0	100.0	0.0	0	0	0	0	0	11.11111111111111	0	5.555555555555555	0	16.666666666666668	0	0	0	0	5.555555555555555	0	0	0	0	0	5.555555555555555	5.555555555555555	16.666666666666668	11.11111111111111	0	0	0	0	0	11.11111111111111	5.555555555555555	5.555555555555555	50.0	50.0	100.0	0.0	1.0	100.0	0
norwegian_clean_28.conllu	1	12	12.0	5.7	25.0	8.333333333333334	0	8.333333333333334	0	8.333333333333334	25.0	0	0	0	0	16.666666666666668	0	8.333333333333334	0	0.7	100.0	0	100.0	100.0	0	0	100.0	100.0	0	100.0	100.0	0	0	100.0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	6.0	5.0	2.5555555555555554	5	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	0	16.666666666666668	0	0	0	8.333333333333334	0	0	0	8.333333333333334	8.333333333333334	0	8.333333333333334	0	0	0	0	0	0	8.333333333333334	0	0	8.333333333333334	8.333333333333334	0	16.666666666666668	8.333333333333334	0	100.0	0.0	0	0	0	0	0
norwegian_clean_29.conllu	1	53	53.0	4.888888888888889	13.20754716981132	9.433962264150944	0	1.8867924528301887	5.660377358490566	9.433962264150944	18.867924528301888	0	0	7.547169811320755	0	15.09433962264151	1.8867924528301887	3.7735849056603774	13.20754716981132	0.4222222222222222	100.0	0	100.0	100.0	0	0	100.0	0	100.0	100.0	100.0	0	0	100.0	3.0	0.0	3.5	0	0	0	50.0	50.0	0	0	5.0	17.666666666666668	23.0	3.727272727272727	23	1.0	2	100.0	0	0.0	100.0	100.0	0.0	0	0	1.8867924528301887	0	3.7735849056603774	7.547169811320755	0	0	0	9.433962264150944	5.660377358490566	0	0	7.547169811320755	1.8867924528301887	0	9.433962264150944	0	11.320754716981131	0	0	1.8867924528301887	3.7735849056603774	5.660377358490566	0	0	3.7735849056603774	5.660377358490566	1.8867924528301887	15.09433962264151	1.8867924528301887	1.8867924528301887	0.0	100.0	100.0	0.0	1.0	100.0	0
norwegian_clean_30.conllu	1	19	19.0	5.375	5.2631578947368425	15.789473684210526	0	0	10.526315789473685	5.2631578947368425	10.526315789473685	0	0	5.2631578947368425	21.05263157894737	15.789473684210526	0	10.526315789473685	0	0.5625	100.0	0	100.0	100.0	0	0	100.0	0	0	0	0	0	0	0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	3.0	9.5	13.0	2.6666666666666665	13	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	5.2631578947368425	0	0	0	10.526315789473685	10.526315789473685	0	5.2631578947368425	15.789473684210526	0	0	5.2631578947368425	0	0	5.2631578947368425	0	0	0	10.526315789473685	0	0	0	10.526315789473685	0	15.789473684210526	5.2631578947368425	0	100.0	0.0	0	0	0	0	0
norwegian_clean_31.conllu	1	13	13.0	4.666666666666667	7.6923076923076925	15.384615384615385	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	30.76923076923077	7.6923076923076925	0	0	0	7.6923076923076925	0	7.6923076923076925	0	0.5833333333333334	100.0	0	100.0	100.0	0	0	100.0	100.0	0	100.0	100.0	0	0	100.0	2.0	100.0	1.0	0	100.0	0	0	0	0	0	3.0	6.5	8.0	2.4545454545454546	8	1.0	1	100.0	0	0.0	100.0	100.0	0.0	0	0	0	7.6923076923076925	7.6923076923076925	0	0	0	0	15.384615384615385	0	0	0	0	7.6923076923076925	0	7.6923076923076925	0	0	0	0	0	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	0	50.0	50.0	100.0	0.0	1.0	100.0	0
norwegian_clean_32.conllu	1	16	16.0	5.466666666666667	12.5	6.25	0	0	0	0	18.75	0	0	6.25	0	6.25	6.25	0	43.75	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	3.0	0	11.0	3.5714285714285716	11	1.0	1	100.0	0	0	0	100.0	0.0	0	0	0	6.25	0	12.5	0	0	0	6.25	0	0	0	0	0	0	0	0	43.75	0	0	6.25	6.25	6.25	0	0	0	0	0	6.25	6.25	0	0	0	0	0	0	0	0
