Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_VERB	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Ind	verbs_form_dist_Conv	verbs_form_dist_Fin	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Ind	aux_form_dist_Fin	aux_form_dist_Inf	aux_num_pers_dist_Plur+	aux_num_pers_dist_Sing+	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_discourse	dep_dist_fixed	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_nummod:gov	dep_dist_obj	dep_dist_obl	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3
russian_clean_11.conllu	1	16	16.0	6.153846153846154	6.25	6.25	6.25	0	6.25	0	37.5	0	0	12.5	0	18.75	0	6.25	0.6923076923076923	0	100.0	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	3.0	0	0	0	100.0	0	0	0	5.0	16.0	4.0	1.8333333333333333	4	0	0	0	0	0	0	100.0	0.0	0	6.25	0	6.25	6.25	0	0	0	6.25	6.25	0	0	6.25	0	0	0	0	0	0	0	12.5	18.75	0	0	0	0	6.25	0	18.75	6.25	0	0.0	100.0	100.0	0.0	1.0	100.0	0	0
russian_clean_12.conllu	1	31	31.0	5.888888888888889	22.580645161290324	6.451612903225806	0	0	12.903225806451612	3.225806451612903	25.806451612903224	0	0	0	0	12.903225806451612	3.225806451612903	12.903225806451612	0.7037037037037037	100.0	0	0	25.0	0	75.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0.0	2.5	0	0	75.0	0	25.0	0	0	7.0	7.75	10.0	2.6923076923076925	10	1.0	1	100.0	0	0.0	100.0	0.0	100.0	0	0	6.451612903225806	0	9.67741935483871	0	0	0	6.451612903225806	12.903225806451612	0	0	16.129032258064516	0	3.225806451612903	3.225806451612903	0	0	0	3.225806451612903	3.225806451612903	0	0	0	0	12.903225806451612	6.451612903225806	0	12.903225806451612	3.225806451612903	0	0.0	100.0	66.66666666666667	33.333333333333336	1.0	100.0	0	0
russian_clean_13.conllu	1	9	9.0	7.285714285714286	11.11111111111111	11.11111111111111	22.22222222222222	0	0	0	22.22222222222222	0	0	0	0	22.22222222222222	0	11.11111111111111	0.8571428571428571	0	100.0	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	9.0	2.0	1.5	2	0	0	0	0	0	0	100.0	0.0	0	0	0	11.11111111111111	11.11111111111111	0	0	0	11.11111111111111	0	0	0	11.11111111111111	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	11.11111111111111	0	22.22222222222222	11.11111111111111	0	100.0	0.0	0	0	0	0	0	0
russian_clean_14.conllu	1	23	23.0	6.454545454545454	17.391304347826086	13.043478260869565	4.3478260869565215	4.3478260869565215	4.3478260869565215	4.3478260869565215	34.78260869565217	0	0	0	0	4.3478260869565215	0	13.043478260869565	0.7272727272727273	100.0	0	100.0	0	33.333333333333336	0	66.66666666666667	0	0	100.0	0	100.0	0	100.0	100.0	0	0	100.0	0	3.0	100.0	2.6666666666666665	33.333333333333336	0	0	33.333333333333336	0	33.333333333333336	0	4.0	7.666666666666667	14.0	2.619047619047619	14	1.0	2	100.0	0	0.0	100.0	100.0	0.0	0	0	0	4.3478260869565215	21.73913043478261	0	0	4.3478260869565215	13.043478260869565	4.3478260869565215	0	0	4.3478260869565215	0	0	4.3478260869565215	0	0	0	0	17.391304347826086	0	4.3478260869565215	0	0	4.3478260869565215	8.695652173913043	0	4.3478260869565215	4.3478260869565215	0	100.0	0.0	0	0	0	0	0	0
russian_clean_15.conllu	1	20	20.0	5.823529411764706	5.0	10.0	10.0	0	10.0	5.0	25.0	0	5.0	5.0	0	15.0	0	10.0	0.5882352941176471	0	100.0	100.0	0	50.0	50.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.5	0	50.0	0	0	50.0	0	0	5.0	10.0	7.0	2.125	7	0	0	0	0	66.66666666666667	33.333333333333336	0.0	100.0	0	0	0	10.0	0	0	0	0	10.0	10.0	0	0	15.0	0	5.0	5.0	0	0	5.0	0	0	0	0	0	0	10.0	10.0	0	15.0	5.0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
russian_clean_16.conllu	1	26	26.0	6.65	3.8461538461538463	7.6923076923076925	0	0	3.8461538461538463	0	34.61538461538461	3.8461538461538463	0	0	7.6923076923076925	23.076923076923077	3.8461538461538463	11.538461538461538	0.75	0	100.0	100.0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	100.0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	2.0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	0	7.0	8.666666666666666	11.0	2.526315789473684	11	1.0	1	100.0	0	0.0	100.0	100.0	0.0	3.8461538461538463	0	3.8461538461538463	0	3.8461538461538463	3.8461538461538463	0	0	7.6923076923076925	3.8461538461538463	0	0	11.538461538461538	0	0	0	0	0	0	3.8461538461538463	7.6923076923076925	3.8461538461538463	0	0	3.8461538461538463	3.8461538461538463	7.6923076923076925	3.8461538461538463	23.076923076923077	3.8461538461538463	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0
russian_clean_17.conllu	1	43	43.0	6.27027027027027	13.953488372093023	11.627906976744185	2.3255813953488373	0	2.3255813953488373	2.3255813953488373	23.25581395348837	2.3255813953488373	0	4.651162790697675	0	13.953488372093023	6.976744186046512	16.27906976744186	0.6486486486486487	57.142857142857146	42.857142857142854	100.0	14.285714285714286	71.42857142857143	0	14.285714285714286	40.0	40.0	20.0	0	0	0	0	0	0	0	0	0	7.0	100.0	2.4285714285714284	14.285714285714286	14.285714285714286	14.285714285714286	28.571428571428573	28.571428571428573	0	0	8.0	6.142857142857143	11.0	2.5	11	1.0	2	100.0	0	0.0	100.0	100.0	0.0	0	0	4.651162790697675	2.3255813953488373	13.953488372093023	0	0	0	11.627906976744185	2.3255813953488373	4.651162790697675	0	2.3255813953488373	0	0	0	0	2.3255813953488373	0	6.976744186046512	6.976744186046512	9.30232558139535	0	0	2.3255813953488373	2.3255813953488373	9.30232558139535	2.3255813953488373	13.953488372093023	2.3255813953488373	0	25.0	75.0	100.0	0.0	1.5	50.0	50.0	0
russian_clean_18.conllu	1	11	11.0	9.2	9.090909090909092	9.090909090909092	9.090909090909092	0	0	0	36.36363636363637	0	0	0	0	9.090909090909092	0	27.272727272727273	0.9	33.333333333333336	66.66666666666667	100.0	0	33.333333333333336	0	66.66666666666667	0	100.0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	1.0	66.66666666666667	0	0	33.333333333333336	0	0	0	4.0	3.6666666666666665	3.0	1.5555555555555556	3	0	0	0	0	0.0	100.0	0	0	0	0	0	9.090909090909092	27.272727272727273	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	0	0	0	18.181818181818183	0	0	0	0	9.090909090909092	9.090909090909092	0	9.090909090909092	9.090909090909092	0	100.0	0.0	0	0	0	0	0	0
russian_clean_19.conllu	1	11	11.0	10.0	9.090909090909092	0	9.090909090909092	0	0	0	45.45454545454545	0	0	0	0	18.181818181818183	0	18.181818181818183	1.0	0	100.0	100.0	0	50.0	0	50.0	0	0	0	100.0	0	0	0	0	0	0	0	0	2.0	100.0	2.0	0	50.0	0	50.0	0	0	0	5.0	5.5	3.0	1.5	3	0	0	0	0	0.0	100.0	100.0	0.0	9.090909090909092	0	0	9.090909090909092	9.090909090909092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.181818181818183	0	9.090909090909092	0	0	9.090909090909092	9.090909090909092	0	18.181818181818183	9.090909090909092	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
russian_clean_20.conllu	1	26	26.0	8.863636363636363	23.076923076923077	3.8461538461538463	7.6923076923076925	0	3.8461538461538463	0	26.923076923076923	0	0	0	3.8461538461538463	15.384615384615385	3.8461538461538463	11.538461538461538	0.8636363636363636	33.333333333333336	66.66666666666667	100.0	0	33.333333333333336	0	66.66666666666667	0	0	0	100.0	0	0	0	0	0	0	0	0	3.0	100.0	2.3333333333333335	33.333333333333336	0	0	33.333333333333336	33.333333333333336	0	0	5.0	8.666666666666666	11.0	2.4285714285714284	11	1.0	1	100.0	0	0	0	50.0	50.0	0	0	0	3.8461538461538463	23.076923076923077	0	0	0	3.8461538461538463	3.8461538461538463	0	0	3.8461538461538463	0	0	0	0	0	0	3.8461538461538463	15.384615384615385	3.8461538461538463	3.8461538461538463	0	0	0	7.6923076923076925	7.6923076923076925	15.384615384615385	3.8461538461538463	0	100.0	0.0	0	0	0	0	0	0
russian_clean_21.conllu	1	23	23.0	7.833333333333333	13.043478260869565	0	4.3478260869565215	0	4.3478260869565215	0	30.434782608695652	0	0	8.695652173913043	0	21.73913043478261	4.3478260869565215	13.043478260869565	0.7777777777777778	0	100.0	100.0	0	66.66666666666667	33.333333333333336	0	0	100.0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	3.0	0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	4.0	7.666666666666667	13.0	3.0588235294117645	13	0	0	0	0	0.0	100.0	100.0	0.0	0	4.3478260869565215	4.3478260869565215	0	13.043478260869565	0	0	0	0	4.3478260869565215	0	0	4.3478260869565215	0	0	0	0	0	0	4.3478260869565215	4.3478260869565215	8.695652173913043	0	0	4.3478260869565215	13.043478260869565	8.695652173913043	0	21.73913043478261	4.3478260869565215	0	33.333333333333336	66.66666666666667	0.0	100.0	2.0	0	100.0	0
russian_clean_22.conllu	1	26	26.0	4.9523809523809526	19.23076923076923	7.6923076923076925	3.8461538461538463	0	3.8461538461538463	7.6923076923076925	23.076923076923077	0	11.538461538461538	0	0	19.23076923076923	3.8461538461538463	0	0.5714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	4.0	0	11.0	2.7	11	1.0	1	100.0	0	0	0	100.0	0.0	0	0	0	11.538461538461538	11.538461538461538	0	0	0	7.6923076923076925	3.8461538461538463	0	0	3.8461538461538463	0	0	3.8461538461538463	0	3.8461538461538463	0	3.8461538461538463	7.6923076923076925	7.6923076923076925	0	0	0	0	7.6923076923076925	3.8461538461538463	19.23076923076923	3.8461538461538463	0	0	0	0	0	0	0	0	0
russian_clean_23.conllu	1	24	24.0	5.7272727272727275	8.333333333333334	25.0	4.166666666666667	0	8.333333333333334	0	37.5	0	0	0	0	8.333333333333334	0	8.333333333333334	0.6363636363636364	50.0	50.0	100.0	50.0	50.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.5	0	50.0	0	0	50.0	0	0	6.0	12.0	18.0	2.6666666666666665	18	1.0	3	100.0	0	0	0	100.0	0.0	0	0	4.166666666666667	4.166666666666667	8.333333333333334	0	0	0	25.0	8.333333333333334	0	0	8.333333333333334	0	0	0	0	0	0	0	16.666666666666668	4.166666666666667	0	0	0	0	8.333333333333334	0	8.333333333333334	4.166666666666667	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0
russian_clean_24.conllu	1	17	17.0	8.3125	17.647058823529413	11.764705882352942	5.882352941176471	0	5.882352941176471	0	35.294117647058826	0	0	0	0	5.882352941176471	0	17.647058823529413	0.8125	0	100.0	100.0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	100.0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	1.6666666666666667	33.333333333333336	0	33.333333333333336	33.333333333333336	0	0	0	4.0	5.666666666666667	6.0	2.1333333333333333	6	1.0	1	100.0	0	0.0	100.0	100.0	0.0	0	0	0	5.882352941176471	23.529411764705884	0	0	0	11.764705882352942	5.882352941176471	0	0	5.882352941176471	0	0	0	0	0	0	0	11.764705882352942	5.882352941176471	0	0	0	5.882352941176471	5.882352941176471	0	5.882352941176471	5.882352941176471	5.882352941176471	50.0	50.0	100.0	0.0	1.0	100.0	0	0
russian_clean_25.conllu	1	28	28.0	6.958333333333333	10.714285714285714	14.285714285714286	0	0	3.5714285714285716	0	46.42857142857143	0	0	7.142857142857143	0	14.285714285714286	0	3.5714285714285716	0.7083333333333334	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	100.0	0	0	0	0	0	0	5.0	28.0	13.0	2.347826086956522	13	1.0	4	100.0	0	0	0	100.0	0.0	0	3.5714285714285716	0	0	14.285714285714286	3.5714285714285716	0	0	14.285714285714286	3.5714285714285716	0	0	7.142857142857143	0	0	0	0	0	0	0	25.0	10.714285714285714	0	0	0	0	0	0	14.285714285714286	3.5714285714285716	0	0	0	0	0	0	0	0	0
russian_clean_26.conllu	1	13	13.0	9.454545454545455	7.6923076923076925	0	7.6923076923076925	0	0	0	38.46153846153846	0	0	0	0	15.384615384615385	7.6923076923076925	23.076923076923077	0.9090909090909091	0	100.0	100.0	0	66.66666666666667	0	33.333333333333336	0	50.0	0	50.0	0	0	0	0	0	0	0	0	3.0	100.0	2.0	33.333333333333336	0	0	66.66666666666667	0	0	0	4.0	4.333333333333333	6.0	2.2	6	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	7.6923076923076925	15.384615384615385	0	0	0	0	0	7.6923076923076925	0	0	0	0	0	0	0	7.6923076923076925	7.6923076923076925	15.384615384615385	15.384615384615385	0	0	0	0	0	0	15.384615384615385	7.6923076923076925	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
russian_clean_27.conllu	1	14	14.0	7.636363636363637	50.0	7.142857142857143	0	0	0	0	21.428571428571427	0	0	0	0	21.428571428571427	0	0	0.9090909090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	3.0	0	5.0	2.3	5	1.0	1	100.0	0	0	0	0	0	0	0	0	0	42.857142857142854	0	0	0	7.142857142857143	0	0	0	7.142857142857143	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	21.428571428571427	7.142857142857143	0	0	0	0	0	0	0	0	0
russian_clean_28.conllu	1	21	21.0	5.85	19.047619047619047	14.285714285714286	4.761904761904762	0	9.523809523809524	9.523809523809524	28.571428571428573	0	0	0	4.761904761904762	4.761904761904762	0	4.761904761904762	0.65	0	100.0	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	5.0	0	0	0	0	0	100.0	0	5.0	21.0	11.0	2.3684210526315788	11	0	0	0	0	100.0	0.0	0	0	0	0	0	4.761904761904762	14.285714285714286	0	0	0	14.285714285714286	9.523809523809524	0	0	9.523809523809524	0	0	9.523809523809524	0	0	0	0	4.761904761904762	0	0	0	0	4.761904761904762	19.047619047619047	0	4.761904761904762	4.761904761904762	0	100.0	0.0	0	0	0	0	0	0
russian_clean_29.conllu	1	22	22.0	5.0588235294117645	13.636363636363637	9.090909090909092	9.090909090909092	0	9.090909090909092	4.545454545454546	9.090909090909092	0	0	0	9.090909090909092	22.727272727272727	4.545454545454546	9.090909090909092	0.6470588235294118	50.0	50.0	100.0	0	100.0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.5	0	50.0	0	0	50.0	0	0	3.0	11.0	18.0	3.8125	18	0	0	0	0	0	0	100.0	0.0	0	0	0	4.545454545454546	9.090909090909092	0	0	0	9.090909090909092	9.090909090909092	0	0	13.636363636363637	0	0	4.545454545454546	0	0	0	4.545454545454546	0	4.545454545454546	0	0	0	0	9.090909090909092	4.545454545454546	22.727272727272727	4.545454545454546	0	100.0	0.0	0	0	0	0	0	0
russian_clean_30.conllu	1	23	23.0	4.05	8.695652173913043	17.391304347826086	0	4.3478260869565215	4.3478260869565215	0	26.08695652173913	4.3478260869565215	13.043478260869565	4.3478260869565215	0	13.043478260869565	0	4.3478260869565215	0.45	0	100.0	100.0	0	100.0	0	0	0	0	0	100.0	100.0	0	100.0	100.0	0	0	100.0	0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	7.0	11.5	5.0	2.1578947368421053	5	1.0	1	100.0	0	0	0	100.0	0.0	0	4.3478260869565215	0	13.043478260869565	4.3478260869565215	0	0	0	17.391304347826086	4.3478260869565215	0	0	4.3478260869565215	4.3478260869565215	0	0	0	0	0	0	8.695652173913043	8.695652173913043	0	4.3478260869565215	0	0	8.695652173913043	0	13.043478260869565	4.3478260869565215	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
