Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_VERB	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Inf	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_dep	dep_dist_det	dep_dist_det:poss	dep_dist_expl	dep_dist_expl:pv	dep_dist_fixed	dep_dist_flat	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:poss	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2
german_clean_11.conllu	1	46	46.0	5.5	13.043478260869565	10.869565217391305	8.695652173913043	4.3478260869565215	6.521739130434782	8.695652173913043	15.217391304347826	0	0	2.1739130434782608	6.521739130434782	17.391304347826086	0	6.521739130434782	0.6052631578947368	0	100.0	100.0	0	66.66666666666667	0	33.333333333333336	0	100.0	0	100.0	100.0	0	100.0	0	0	100.0	4.0	100.0	2.3333333333333335	0	33.333333333333336	33.333333333333336	0	33.333333333333336	0	0	7.0	11.5	30.0	3.675675675675676	30	1.0	2	100.0	0	0	0	100.0	0.0	4.3478260869565215	0	10.869565217391305	10.869565217391305	2.1739130434782608	0	2.1739130434782608	10.869565217391305	6.521739130434782	0	0	0	6.521739130434782	2.1739130434782608	0	8.695652173913043	0	0	0	0	0	0	0	4.3478260869565215	0	2.1739130434782608	2.1739130434782608	0	0	6.521739130434782	0	17.391304347826086	2.1739130434782608	0	33.333333333333336	66.66666666666667	0.0	100.0	1.0	100.0	0
german_clean_12.conllu	1	17	17.0	5.357142857142857	5.882352941176471	17.647058823529413	0	11.764705882352942	5.882352941176471	5.882352941176471	17.647058823529413	0	0	0	11.764705882352942	17.647058823529413	0	5.882352941176471	0.5	0	100.0	100.0	0	100.0	0	0	0	100.0	0	100.0	100.0	0	100.0	0	0	100.0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	8.5	8.0	3.4615384615384617	8	1.0	2	100.0	0	0	0	100.0	0.0	0	0	0	0	0	0	5.882352941176471	17.647058823529413	5.882352941176471	0	0	0	5.882352941176471	5.882352941176471	0	5.882352941176471	0	0	0	0	5.882352941176471	0	0	11.764705882352942	0	5.882352941176471	0	0	0	5.882352941176471	0	17.647058823529413	5.882352941176471	0	100.0	0.0	0	0	0	0	0
german_clean_13.conllu	1	35	35.0	5.129032258064516	8.571428571428571	8.571428571428571	5.714285714285714	2.857142857142857	2.857142857142857	20.0	17.142857142857142	0	0	8.571428571428571	8.571428571428571	11.428571428571429	0	5.714285714285714	0.5161290322580645	0	100.0	100.0	0	100.0	0	0	50.0	50.0	0	100.0	100.0	0	100.0	0	0	100.0	2.0	0.0	2.5	0	0	50.0	50.0	0	0	0	6.0	17.5	17.0	3.033333333333333	17	1.0	1	100.0	0	100.0	0.0	100.0	0.0	2.857142857142857	0	8.571428571428571	5.714285714285714	0	2.857142857142857	0	8.571428571428571	2.857142857142857	0	0	0	2.857142857142857	0	0	22.857142857142858	0	0	0	0	2.857142857142857	2.857142857142857	0	5.714285714285714	0	5.714285714285714	0	0	2.857142857142857	5.714285714285714	2.857142857142857	11.428571428571429	2.857142857142857	0	0.0	100.0	100.0	0.0	1.0	100.0	0
german_clean_14.conllu	1	17	17.0	5.866666666666666	5.882352941176471	5.882352941176471	11.764705882352942	5.882352941176471	0	17.647058823529413	23.529411764705884	0	5.882352941176471	0	0	11.764705882352942	0	11.764705882352942	0.6	0	100.0	100.0	0	50.0	0	50.0	100.0	0	0	100.0	100.0	0	100.0	0	0	100.0	2.0	100.0	3.5	0	0	50.0	0	0	50.0	0	4.0	8.5	6.0	2.0	6	1.0	1	100.0	0	0	0	50.0	50.0	0	0	17.647058823529413	5.882352941176471	0	0	5.882352941176471	5.882352941176471	0	0	0	0	0	0	0	17.647058823529413	0	0	0	0	0	0	0	11.764705882352942	0	5.882352941176471	5.882352941176471	0	0	0	5.882352941176471	11.764705882352942	5.882352941176471	0	100.0	0.0	0	0	0	0	0
german_clean_15.conllu	1	21	21.0	5.631578947368421	4.761904761904762	14.285714285714286	4.761904761904762	0	0	19.047619047619047	28.571428571428573	4.761904761904762	0	4.761904761904762	0	9.523809523809524	0	9.523809523809524	0.5263157894736842	50.0	50.0	100.0	0	100.0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	2.0	100.0	4.0	0	0	0	50.0	0	50.0	0	3.0	10.5	15.0	3.2222222222222223	15	0	0	0	0	100.0	0.0	0.0	100.0	4.761904761904762	0	0	4.761904761904762	0	0	0	14.285714285714286	0	0	0	4.761904761904762	0	0	0	19.047619047619047	0	0	0	0	0	4.761904761904762	0	4.761904761904762	0	4.761904761904762	0	4.761904761904762	4.761904761904762	14.285714285714286	0	9.523809523809524	4.761904761904762	0	50.0	50.0	100.0	0.0	1.0	100.0	0
german_clean_16.conllu	1	10	10.0	5.444444444444445	20.0	0	20.0	10.0	0	10.0	10.0	0	0	0	10.0	10.0	0	10.0	0.7777777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	5.0	6.0	2.5	6	0	0	0	0	0	0	100.0	0.0	0	0	30.0	10.0	10.0	0	0	0	0	0	0	0	0	10.0	0	10.0	0	0	0	0	0	0	0	0	0	10.0	0	0	0	0	0	10.0	10.0	0	50.0	50.0	0.0	100.0	1.0	100.0	0
german_clean_17.conllu	1	9	9.0	5.5	11.11111111111111	11.11111111111111	11.11111111111111	11.11111111111111	0	11.11111111111111	22.22222222222222	0	0	0	0	11.11111111111111	0	11.11111111111111	0.625	0	0	0	0	0	0	100.0	0	0	0	100.0	100.0	0	100.0	0	0	100.0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	2.0	9.0	5.0	2.2857142857142856	5	0	0	0	0	0	0	100.0	0.0	0	0	22.22222222222222	0	0	0	11.11111111111111	11.11111111111111	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	11.11111111111111	0	11.11111111111111	11.11111111111111	0	100.0	0.0	0	0	0	0	0
german_clean_18.conllu	1	22	22.0	6.65	9.090909090909092	4.545454545454546	9.090909090909092	0	9.090909090909092	9.090909090909092	27.272727272727273	0	0	9.090909090909092	4.545454545454546	9.090909090909092	0	9.090909090909092	0.65	50.0	50.0	100.0	0	100.0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	2.0	100.0	4.0	0	0	0	50.0	0	50.0	0	3.0	11.0	8.0	2.736842105263158	8	0	0	0	0	0.0	100.0	100.0	0.0	0	0	9.090909090909092	9.090909090909092	4.545454545454546	0	0	4.545454545454546	9.090909090909092	0	0	0	13.636363636363637	0	0	13.636363636363637	0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	9.090909090909092	4.545454545454546	0	9.090909090909092	4.545454545454546	0	100.0	0.0	0	0	0	0	0
german_clean_19.conllu	1	9	9.0	5.875	11.11111111111111	0	22.22222222222222	0	0	11.11111111111111	11.11111111111111	0	0	22.22222222222222	0	11.11111111111111	0	11.11111111111111	0.625	100.0	0	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	2.0	9.0	6.0	2.2857142857142856	6	0	0	0	0	0.0	100.0	100.0	0.0	0	0	33.333333333333336	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	0	11.11111111111111	0	0	11.11111111111111	0	0	11.11111111111111	11.11111111111111	0	100.0	0.0	0	0	0	0	0
german_clean_20.conllu	1	15	15.0	7.642857142857143	20.0	13.333333333333334	0	6.666666666666667	0	20.0	26.666666666666668	0	0	0	6.666666666666667	6.666666666666667	0	0	0.5714285714285714	0	0	0	0	0	0	0	0	0	0	100.0	100.0	0	100.0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	3.0	15.0	7.0	2.769230769230769	7	1.0	2	100.0	0	100.0	0.0	100.0	0.0	0	0	0	20.0	0	0	0	13.333333333333334	0	0	0	0	0	6.666666666666667	0	20.0	0	0	0	0	0	0	0	13.333333333333334	0	6.666666666666667	0	0	6.666666666666667	0	0	6.666666666666667	6.666666666666667	0	100.0	0.0	0	0	0	0	0
german_clean_21.conllu	1	14	14.0	7.25	14.285714285714286	7.142857142857143	0	7.142857142857143	0	14.285714285714286	21.428571428571427	0	0	0	7.142857142857143	14.285714285714286	0	14.285714285714286	0.6666666666666666	0	0	0	0	0	50.0	50.0	0	0	0	100.0	100.0	0	100.0	0	0	100.0	2.0	100.0	3.0	0	50.0	0	0	0	50.0	0	3.0	7.0	6.0	2.3636363636363638	6	0	0	0	0	100.0	0.0	100.0	0.0	0	0	7.142857142857143	7.142857142857143	7.142857142857143	0	7.142857142857143	7.142857142857143	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	7.142857142857143	0	7.142857142857143	7.142857142857143	0	14.285714285714286	7.142857142857143	7.142857142857143	50.0	50.0	100.0	0.0	1.0	100.0	0
german_clean_22.conllu	1	33	33.0	6.928571428571429	12.121212121212121	15.151515151515152	3.0303030303030303	3.0303030303030303	3.0303030303030303	15.151515151515152	12.121212121212121	0	3.0303030303030303	3.0303030303030303	9.090909090909092	15.151515151515152	0	6.0606060606060606	0.5	0	0	0	0	0	50.0	50.0	0	0	0	100.0	100.0	0	100.0	0	0	100.0	2.0	100.0	1.5	0	0	0	100.0	0	0	0	3.0	16.5	30.0	6.7407407407407405	30	1.0	2	100.0	0	100.0	0.0	100.0	0.0	0	3.0303030303030303	6.0606060606060606	18.181818181818183	0	0	3.0303030303030303	12.121212121212121	3.0303030303030303	0	0	0	0	0	0	12.121212121212121	0	0	0	0	0	0	6.0606060606060606	6.0606060606060606	0	0	6.0606060606060606	0	3.0303030303030303	3.0303030303030303	0	15.151515151515152	3.0303030303030303	0	50.0	50.0	0.0	100.0	1.0	100.0	0
german_clean_23.conllu	1	26	26.0	6.380952380952381	7.6923076923076925	3.8461538461538463	7.6923076923076925	3.8461538461538463	3.8461538461538463	7.6923076923076925	11.538461538461538	0	7.6923076923076925	3.8461538461538463	0	19.23076923076923	3.8461538461538463	19.23076923076923	0.5714285714285714	50.0	50.0	50.0	50.0	50.0	50.0	0	50.0	50.0	0	0	0	0	0	0	0	0	5.0	100.0	3.4	0	20.0	0	20.0	40.0	20.0	0	4.0	5.2	20.0	3.45	20	0	0	0	0	50.0	50.0	66.66666666666667	33.333333333333336	3.8461538461538463	7.6923076923076925	15.384615384615385	3.8461538461538463	0	0	3.8461538461538463	0	3.8461538461538463	0	0	0	3.8461538461538463	0	0	0	3.8461538461538463	0	0	0	0	0	11.538461538461538	0	0	11.538461538461538	0	0	7.6923076923076925	0	0	19.23076923076923	3.8461538461538463	0	25.0	75.0	100.0	0.0	1.5	50.0	50.0
german_clean_24.conllu	1	24	24.0	5.238095238095238	20.833333333333332	8.333333333333334	8.333333333333334	8.333333333333334	0	8.333333333333334	12.5	0	0	8.333333333333334	4.166666666666667	12.5	4.166666666666667	4.166666666666667	0.5714285714285714	0	100.0	100.0	0	100.0	0	0	0	100.0	0	100.0	100.0	0	100.0	0	0	100.0	3.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	8.0	12.0	3.9	12	1.0	1	100.0	0	0	0	66.66666666666667	33.333333333333336	0	4.166666666666667	20.833333333333332	4.166666666666667	0	0	0	8.333333333333334	0	0	0	0	0	8.333333333333334	0	8.333333333333334	0	0	0	0	0	0	4.166666666666667	8.333333333333334	0	12.5	0	0	0	4.166666666666667	0	12.5	4.166666666666667	0	33.333333333333336	66.66666666666667	0.0	100.0	1.0	100.0	0
german_clean_25.conllu	1	34	34.0	5.0606060606060606	8.823529411764707	23.529411764705884	2.9411764705882355	2.9411764705882355	2.9411764705882355	20.58823529411765	29.41176470588235	0	0	2.9411764705882355	0	2.9411764705882355	0	2.9411764705882355	0.45454545454545453	0	0	0	0	0	0	100.0	0	0	0	100.0	100.0	0	100.0	0	100.0	0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	5.0	34.0	30.0	3.8125	30	1.6666666666666667	3	33.333333333333336	66.66666666666667	100.0	0.0	100.0	0.0	0	0	2.9411764705882355	5.882352941176471	0	2.9411764705882355	0	23.529411764705884	2.9411764705882355	0	0	0	2.9411764705882355	0	0	20.58823529411765	0	0	0	2.9411764705882355	0	0	0	20.58823529411765	0	2.9411764705882355	0	0	2.9411764705882355	2.9411764705882355	0	2.9411764705882355	2.9411764705882355	0	100.0	0.0	0	0	0	0	0
german_clean_26.conllu	1	21	21.0	6.2105263157894735	14.285714285714286	14.285714285714286	0	0	4.761904761904762	14.285714285714286	28.571428571428573	0	4.761904761904762	0	0	9.523809523809524	0	9.523809523809524	0.5789473684210527	0	100.0	100.0	0	50.0	50.0	0	100.0	0	0	0	0	0	0	0	0	0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	5.0	10.5	11.0	2.611111111111111	11	1.0	1	100.0	0	100.0	0.0	0.0	100.0	0	0	4.761904761904762	4.761904761904762	0	0	0	14.285714285714286	4.761904761904762	0	0	0	9.523809523809524	0	0	14.285714285714286	0	0	0	0	0	0	4.761904761904762	4.761904761904762	0	4.761904761904762	0	0	4.761904761904762	9.523809523809524	0	9.523809523809524	4.761904761904762	4.761904761904762	50.0	50.0	100.0	0.0	1.0	100.0	0
german_clean_27.conllu	1	33	33.0	6.666666666666667	9.090909090909092	15.151515151515152	0	6.0606060606060606	3.0303030303030303	21.21212121212121	27.272727272727273	0	0	6.0606060606060606	0	9.090909090909092	0	3.0303030303030303	0.43333333333333335	0	0	0	0	0	0	100.0	0	0	0	100.0	100.0	0	100.0	0	0	100.0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	16.5	20.0	3.413793103448276	20	1.0	3	100.0	0	0	0	100.0	0.0	3.0303030303030303	0	0	9.090909090909092	0	0	3.0303030303030303	15.151515151515152	3.0303030303030303	0	0	0	6.0606060606060606	3.0303030303030303	0	24.242424242424242	0	0	0	0	0	0	0	9.090909090909092	0	6.0606060606060606	3.0303030303030303	0	0	3.0303030303030303	0	9.090909090909092	3.0303030303030303	0	50.0	50.0	100.0	0.0	1.0	100.0	0
german_clean_28.conllu	1	22	22.0	6.705882352941177	9.090909090909092	4.545454545454546	0	4.545454545454546	0	13.636363636363637	22.727272727272727	0	0	0	9.090909090909092	22.727272727272727	4.545454545454546	9.090909090909092	0.6470588235294118	0	100.0	100.0	0	50.0	0	50.0	0	100.0	0	100.0	100.0	0	100.0	0	100.0	0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	4.0	11.0	13.0	4.25	13	0	0	0	0	100.0	0.0	100.0	0.0	0	0	4.545454545454546	4.545454545454546	0	4.545454545454546	0	4.545454545454546	0	4.545454545454546	0	0	0	0	0	13.636363636363637	0	0	0	0	9.090909090909092	0	4.545454545454546	4.545454545454546	0	9.090909090909092	0	0	4.545454545454546	4.545454545454546	0	22.727272727272727	4.545454545454546	0	50.0	50.0	100.0	0.0	1.0	100.0	0
german_clean_29.conllu	1	25	25.0	6.523809523809524	20.0	8.0	4.0	4.0	0	12.0	16.0	0	0	4.0	8.0	16.0	0	8.0	0.6666666666666666	100.0	0	100.0	0	50.0	0	50.0	0	100.0	0	0	0	0	0	0	0	0	3.0	100.0	2.5	0	0	50.0	50.0	0	0	0	4.0	8.333333333333334	12.0	3.55	12	0	0	0	0	0	0	100.0	0.0	8.0	0	8.0	16.0	0	0	0	8.0	0	0	0	0	0	4.0	0	12.0	0	0	0	0	4.0	0	0	0	0	8.0	0	0	0	8.0	0	16.0	4.0	4.0	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0
german_clean_30.conllu	1	15	15.0	5.642857142857143	20.0	20.0	0	0	0	20.0	20.0	0	0	0	6.666666666666667	6.666666666666667	0	6.666666666666667	0.5714285714285714	100.0	0	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	2.0	15.0	9.0	2.8461538461538463	9	0	0	0	0	0	0	100.0	0.0	0	0	0	20.0	0	0	0	20.0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	6.666666666666667	0	0	0	20.0	0	6.666666666666667	6.666666666666667	0	100.0	0.0	0	0	0	0	0
