Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_VERB	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Ind	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_+	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_fixed	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:npmod	dep_dist_nmod:poss	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:npmod	dep_dist_obl:tmod	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4
english_clean_19.conllu	1	28	28.0	6.56	10.714285714285714	10.714285714285714	7.142857142857143	7.142857142857143	3.5714285714285716	7.142857142857143	21.428571428571427	0	0	0	10.714285714285714	10.714285714285714	0	10.714285714285714	0.68	100.0	0	0	0	0	33.333333333333336	0	66.66666666666667	0	0	0	100.0	100.0	100.0	0	0	0	0	100.0	3.0	100.0	3.0	33.333333333333336	0	0	0	33.333333333333336	33.333333333333336	0	4.0	9.333333333333334	8.0	2.6666666666666665	8	1.5	2	50.0	50.0	0	0	0	0	100.0	0.0	0	0	0	7.142857142857143	7.142857142857143	0	0	7.142857142857143	14.285714285714286	3.5714285714285716	0	14.285714285714286	0	3.5714285714285716	0	0	7.142857142857143	0	0	10.714285714285714	0	0	0	3.5714285714285716	0	0	3.5714285714285716	0	0	0	10.714285714285714	3.5714285714285716	3.5714285714285716	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
english_clean_20.conllu	1	20	20.0	6.444444444444445	15.0	5.0	5.0	0	5.0	5.0	30.0	0	5.0	5.0	0	10.0	0	15.0	0.7222222222222222	0	100.0	0	100.0	66.66666666666667	0	33.333333333333336	0	100.0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	2.6666666666666665	0	0	33.333333333333336	66.66666666666667	0	0	0	4.0	6.666666666666667	10.0	2.6470588235294117	10	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	5.0	5.0	5.0	15.0	0	0	0	5.0	5.0	0	0	0	5.0	0	0	5.0	0	5.0	5.0	0	0	10.0	0	0	15.0	0	0	0	0	10.0	5.0	0	33.333333333333336	66.66666666666667	0.0	100.0	2.0	0	100.0	0	0
english_clean_21.conllu	1	26	26.0	4.318181818181818	7.6923076923076925	15.384615384615385	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	23.076923076923077	0	3.8461538461538463	11.538461538461538	0	15.384615384615385	0	0	0.45454545454545453	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	0	100.0	2.0	100.0	0	0	0	0	0	0	0	0	2.0	13.0	11.0	2.5714285714285716	11	1.0	2	100.0	0	0	0	0	0	100.0	0.0	0	0	0	11.538461538461538	3.8461538461538463	0	0	0	15.384615384615385	0	0	0	0	0	7.6923076923076925	0	7.6923076923076925	0	0	7.6923076923076925	3.8461538461538463	3.8461538461538463	11.538461538461538	0	0	0	7.6923076923076925	0	0	0	15.384615384615385	3.8461538461538463	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
english_clean_22.conllu	1	29	29.0	5.222222222222222	13.793103448275861	24.137931034482758	3.4482758620689653	3.4482758620689653	3.4482758620689653	6.896551724137931	34.48275862068966	0	0	0	0	6.896551724137931	0	3.4482758620689653	0.5925925925925926	100.0	0	0	0	0	0	0	100.0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	5.0	29.0	21.0	2.9615384615384617	21	1.25	4	75.0	25.0	0	0	0	0	100.0	0.0	0	0	0	3.4482758620689653	13.793103448275861	0	3.4482758620689653	0	24.137931034482758	3.4482758620689653	0	3.4482758620689653	0	3.4482758620689653	0	0	6.896551724137931	0	0	17.24137931034483	0	0	3.4482758620689653	0	0	0	6.896551724137931	0	0	0	6.896551724137931	3.4482758620689653	0	100.0	0.0	0	0	0	0	0	0	0
english_clean_23.conllu	1	20	20.0	5.388888888888889	5.0	15.0	5.0	5.0	5.0	5.0	35.0	0	5.0	0	0	10.0	0	10.0	0.6111111111111112	100.0	0	0	0	0	0	50.0	50.0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	5.0	10.0	5.0	1.8823529411764706	5	2.0	1	0	100.0	0	0	0.0	100.0	100.0	0.0	0	0	0	5.0	5.0	0	5.0	0	15.0	5.0	0	5.0	0	5.0	0	0	5.0	0	5.0	10.0	0	0	5.0	0	0	5.0	5.0	0	0	0	10.0	5.0	5.0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
english_clean_24.conllu	1	37	37.0	4.875	10.81081081081081	16.216216216216218	0	2.7027027027027026	2.7027027027027026	16.216216216216218	37.83783783783784	0	0	0	0	13.513513513513514	0	0	0.5625	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	0	1.0	100.0	0	0	0	0	0	0	0	0	5.0	37.0	17.0	3.032258064516129	17	1.5	4	50.0	50.0	0	0	0	0	100.0	0.0	0	0	0	0	10.81081081081081	0	0	0	16.216216216216218	2.7027027027027026	0	8.108108108108109	0	5.405405405405405	2.7027027027027026	0	16.216216216216218	0	0	16.216216216216218	0	0	2.7027027027027026	0	0	0	0	2.7027027027027026	0	0	13.513513513513514	2.7027027027027026	0	100.0	0.0	0	0	0	0	0	0	0
english_clean_25.conllu	1	19	19.0	6.6875	5.2631578947368425	10.526315789473685	5.2631578947368425	5.2631578947368425	0	5.2631578947368425	31.57894736842105	0	0	0	0	15.789473684210526	5.2631578947368425	15.789473684210526	0.6875	50.0	50.0	0	100.0	33.333333333333336	33.333333333333336	0	33.333333333333336	0	100.0	0	100.0	100.0	100.0	0	0	0	100.0	0	3.0	100.0	2.3333333333333335	0	33.333333333333336	0	66.66666666666667	0	0	0	5.0	6.333333333333333	7.0	2.7333333333333334	7	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	5.2631578947368425	5.2631578947368425	0	5.2631578947368425	0	10.526315789473685	0	5.2631578947368425	10.526315789473685	0	0	0	5.2631578947368425	5.2631578947368425	0	5.2631578947368425	5.2631578947368425	0	0	5.2631578947368425	0	0	5.2631578947368425	5.2631578947368425	0	0	0	15.789473684210526	5.2631578947368425	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0
english_clean_26.conllu	1	12	12.0	5.7272727272727275	25.0	8.333333333333334	0	8.333333333333334	0	16.666666666666668	25.0	0	0	0	0	8.333333333333334	0	8.333333333333334	0.6363636363636364	100.0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	100.0	0	0	0	0	100.0	2.0	100.0	0.0	100.0	0	0	0	0	0	0	2.0	6.0	6.0	2.8	6	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	0	33.333333333333336	0	0	0	8.333333333333334	0	0	0	0	0	8.333333333333334	0	16.666666666666668	0	0	8.333333333333334	0	0	8.333333333333334	0	0	0	0	0	0	0	8.333333333333334	8.333333333333334	0	100.0	0.0	0	0	0	0	0	0	0
english_clean_27.conllu	1	31	31.0	4.925925925925926	12.903225806451612	16.129032258064516	3.225806451612903	3.225806451612903	6.451612903225806	6.451612903225806	22.580645161290324	0	0	9.67741935483871	0	12.903225806451612	0	6.451612903225806	0.5185185185185185	100.0	0	0	0	0	0	0	100.0	0	0	0	100.0	100.0	100.0	0	0	0	0	100.0	2.0	100.0	3.0	50.0	0	0	0	0	0	50.0	5.0	15.5	15.0	3.076923076923077	15	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	3.225806451612903	16.129032258064516	3.225806451612903	0	3.225806451612903	12.903225806451612	6.451612903225806	0	0	0	9.67741935483871	0	0	6.451612903225806	3.225806451612903	0	3.225806451612903	0	6.451612903225806	0	3.225806451612903	0	0	6.451612903225806	0	0	0	12.903225806451612	3.225806451612903	0	100.0	0.0	0	0	0	0	0	0	0
english_clean_28.conllu	1	23	23.0	5.2631578947368425	13.043478260869565	4.3478260869565215	0	8.695652173913043	4.3478260869565215	4.3478260869565215	13.043478260869565	0	8.695652173913043	4.3478260869565215	8.695652173913043	17.391304347826086	0	13.043478260869565	0.5789473684210527	100.0	0	0	0	0	0	33.333333333333336	66.66666666666667	0	0	0	100.0	100.0	50.0	0	50.0	0	0	100.0	3.0	0.0	2.3333333333333335	0	0	66.66666666666667	33.333333333333336	0	0	0	5.0	7.666666666666667	13.0	2.6666666666666665	13	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	8.695652173913043	0	8.695652173913043	0	4.3478260869565215	4.3478260869565215	4.3478260869565215	4.3478260869565215	0	0	0	8.695652173913043	0	0	4.3478260869565215	0	8.695652173913043	4.3478260869565215	0	0	0	4.3478260869565215	0	4.3478260869565215	0	0	0	4.3478260869565215	17.391304347826086	4.3478260869565215	4.3478260869565215	0.0	100.0	100.0	0.0	1.0	100.0	0	0	0
