Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_form_dist_Fin	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_Sing+	aux_tense_dist_Past	aux_tense_dist_Pres	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+	aux_num_pers_dist_Sing+	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_expl	dep_dist_expl:pv	dep_dist_fixed	dep_dist_flat	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:poss	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4
dutch_clean_11.conllu	1	26	26.0	5.363636363636363	11.538461538461538	7.6923076923076925	3.8461538461538463	3.8461538461538463	3.8461538461538463	15.384615384615385	19.23076923076923	0	0	3.8461538461538463	15.384615384615385	3.8461538461538463	0	11.538461538461538	0	0.5909090909090909	0	100.0	33.333333333333336	0	66.66666666666667	0	100.0	0	100.0	100.0	0	0	0	100.0	3.0	100.0	2.6666666666666665	0	0	66.66666666666667	0	33.333333333333336	0	0	5.0	8.666666666666666	12.0	2.4761904761904763	12	0	0	0	0	0	0	0	66.66666666666667	33.333333333333336	0	0	3.8461538461538463	7.6923076923076925	7.6923076923076925	0	0	3.8461538461538463	3.8461538461538463	3.8461538461538463	0	0	7.6923076923076925	0	0	15.384615384615385	0	0	0	0	7.6923076923076925	0	0	3.8461538461538463	7.6923076923076925	0	0	3.8461538461538463	0	0	15.384615384615385	3.8461538461538463	3.8461538461538463	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
dutch_clean_12.conllu	1	22	22.0	5.0476190476190474	0	18.181818181818183	0	9.090909090909092	4.545454545454546	18.181818181818183	22.727272727272727	4.545454545454546	0	0	4.545454545454546	4.545454545454546	0	13.636363636363637	0	0.38095238095238093	0	0	0	33.333333333333336	66.66666666666667	0	0	0	100.0	100.0	0	0	50.0	50.0	3.0	100.0	3.6666666666666665	0	0	0	33.333333333333336	66.66666666666667	0	0	4.0	7.333333333333333	8.0	2.35	8	0	0	0	0	0	0	0	100.0	0.0	0	0	4.545454545454546	0	0	0	0	4.545454545454546	9.090909090909092	4.545454545454546	0	4.545454545454546	4.545454545454546	4.545454545454546	0	18.181818181818183	0	0	0	0	9.090909090909092	0	0	4.545454545454546	4.545454545454546	4.545454545454546	0	9.090909090909092	0	0	4.545454545454546	4.545454545454546	4.545454545454546	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0
dutch_clean_13.conllu	1	22	22.0	4.809523809523809	4.545454545454546	13.636363636363637	9.090909090909092	13.636363636363637	9.090909090909092	13.636363636363637	13.636363636363637	0	0	0	4.545454545454546	4.545454545454546	0	9.090909090909092	4.545454545454546	0.38095238095238093	0	100.0	50.0	0	50.0	100.0	0	0	100.0	66.66666666666667	33.333333333333336	0	50.0	50.0	2.0	100.0	4.0	0	0	0	50.0	0	50.0	0	3.0	11.0	8.0	2.55	8	0	0	0	0	0	0	0	0	0	0	0	0	4.545454545454546	0	0	4.545454545454546	9.090909090909092	9.090909090909092	18.181818181818183	0	0	13.636363636363637	0	0	9.090909090909092	0	0	13.636363636363637	0	0	0	0	0	0	0	0	4.545454545454546	0	0	4.545454545454546	4.545454545454546	4.545454545454546	100.0	0.0	0	0	0	0	0	0	0
dutch_clean_14.conllu	1	33	33.0	5.354838709677419	9.090909090909092	12.121212121212121	3.0303030303030303	6.0606060606060606	3.0303030303030303	18.181818181818183	24.242424242424242	3.0303030303030303	3.0303030303030303	0	6.0606060606060606	0	0	12.121212121212121	0	0.5161290322580645	0	100.0	25.0	0	75.0	100.0	0	50.0	50.0	100.0	0	0	0	100.0	5.0	100.0	2.25	25.0	0	25.0	25.0	25.0	0	0	5.0	6.6	28.0	3.2	28	1.0	2	100.0	0	0	100.0	0.0	100.0	0.0	0	3.0303030303030303	0	0	12.121212121212121	3.0303030303030303	0	3.0303030303030303	12.121212121212121	3.0303030303030303	0	0	6.0606060606060606	3.0303030303030303	0	18.181818181818183	0	0	0	0	0	6.0606060606060606	0	6.0606060606060606	3.0303030303030303	0	3.0303030303030303	6.0606060606060606	0	0	6.0606060606060606	3.0303030303030303	3.0303030303030303	25.0	75.0	100.0	0.0	1.0	100.0	0	0	0
dutch_clean_15.conllu	1	21	21.0	4.894736842105263	4.761904761904762	23.80952380952381	0	4.761904761904762	9.523809523809524	4.761904761904762	23.80952380952381	0	4.761904761904762	0	9.523809523809524	0	0	14.285714285714286	0	0.47368421052631576	0	0	0	66.66666666666667	33.333333333333336	0	0	0	100.0	100.0	0	0	0	100.0	3.0	100.0	3.6666666666666665	0	0	0	33.333333333333336	66.66666666666667	0	0	5.0	7.0	9.0	2.7222222222222223	9	0	0	0	0	0	100.0	0.0	100.0	0.0	4.761904761904762	0	0	4.761904761904762	0	0	0	4.761904761904762	4.761904761904762	9.523809523809524	0	4.761904761904762	14.285714285714286	0	0	4.761904761904762	0	0	0	0	14.285714285714286	0	0	0	4.761904761904762	0	4.761904761904762	4.761904761904762	0	0	9.523809523809524	4.761904761904762	4.761904761904762	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
dutch_clean_16.conllu	1	29	29.0	6.2	6.896551724137931	20.689655172413794	0	0	3.4482758620689653	13.793103448275861	31.03448275862069	0	0	3.4482758620689653	13.793103448275861	0	0	6.896551724137931	0	0.56	0	100.0	50.0	50.0	0	100.0	0	0	0	0	0	0	0	0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	5.0	14.5	11.0	2.9166666666666665	11	1.5	2	50.0	50.0	0	100.0	0.0	0.0	100.0	3.4482758620689653	0	0	0	6.896551724137931	3.4482758620689653	0	0	10.344827586206897	3.4482758620689653	0	3.4482758620689653	10.344827586206897	0	0	13.793103448275861	0	0	0	0	6.896551724137931	10.344827586206897	0	3.4482758620689653	0	0	6.896551724137931	0	0	0	13.793103448275861	3.4482758620689653	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
dutch_clean_17.conllu	1	55	55.0	5.0	10.909090909090908	12.727272727272727	5.454545454545454	5.454545454545454	1.8181818181818181	5.454545454545454	14.545454545454545	0	21.818181818181817	1.8181818181818181	5.454545454545454	3.6363636363636362	0	10.909090909090908	0	0.46153846153846156	100.0	0	66.66666666666667	33.333333333333336	0	100.0	0	0	100.0	100.0	0	0	0	100.0	8.0	100.0	2.0	40.0	0	20.0	0	20.0	0	20.0	5.0	6.875	30.0	4.8431372549019605	30	1.0	2	100.0	0	0	100.0	0.0	100.0	0.0	0	5.454545454545454	3.6363636363636362	1.8181818181818181	9.090909090909092	0	0	0	12.727272727272727	1.8181818181818181	0	0	1.8181818181818181	5.454545454545454	0	5.454545454545454	1.8181818181818181	0	1.8181818181818181	0	5.454545454545454	3.6363636363636362	5.454545454545454	10.909090909090908	0	0	5.454545454545454	7.2727272727272725	0	0	5.454545454545454	1.8181818181818181	3.6363636363636362	12.5	87.5	100.0	0.0	1.75	50.0	25.0	25.0	0
dutch_clean_18.conllu	1	15	15.0	7.142857142857143	20.0	20.0	0	6.666666666666667	0	6.666666666666667	33.333333333333336	0	0	0	6.666666666666667	0	0	6.666666666666667	0	0.6428571428571429	0	0	0	0	100.0	0	0	0	100.0	100.0	0	0	0	100.0	2.0	100.0	0.0	100.0	0	0	0	0	0	0	3.0	7.5	7.0	2.4615384615384617	7	1.5	2	50.0	50.0	0	0	0	100.0	0.0	0	0	0	0	26.666666666666668	0	0	0	20.0	0	0	0	0	6.666666666666667	0	6.666666666666667	0	0	0	0	0	20.0	0	6.666666666666667	0	0	0	0	0	0	6.666666666666667	6.666666666666667	0	100.0	0.0	0	0	0	0	0	0	0
dutch_clean_19.conllu	1	11	11.0	6.7	9.090909090909092	9.090909090909092	0	9.090909090909092	0	9.090909090909092	27.272727272727273	0	9.090909090909092	0	9.090909090909092	0	0	18.181818181818183	0	0.6	0	100.0	50.0	0	50.0	100.0	0	0	100.0	100.0	0	0	0	100.0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	3.0	5.5	3.0	1.6666666666666667	3	0	0	0	0	0	100.0	0.0	100.0	0.0	0	9.090909090909092	0	0	9.090909090909092	0	0	9.090909090909092	9.090909090909092	0	0	0	0	0	0	9.090909090909092	0	0	0	0	0	0	0	9.090909090909092	9.090909090909092	0	9.090909090909092	0	9.090909090909092	0	9.090909090909092	9.090909090909092	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
dutch_clean_20.conllu	1	31	31.0	6.535714285714286	12.903225806451612	12.903225806451612	16.129032258064516	6.451612903225806	3.225806451612903	9.67741935483871	16.129032258064516	0	0	0	9.67741935483871	3.225806451612903	0	9.67741935483871	0	0.6071428571428571	0	0	0	33.333333333333336	66.66666666666667	0	0	0	100.0	100.0	0	0	0	100.0	3.0	100.0	4.333333333333333	0	0	0	33.333333333333336	0	66.66666666666667	0	5.0	10.333333333333334	11.0	2.8518518518518516	11	1.0	1	100.0	0	0	100.0	0.0	100.0	0.0	3.225806451612903	3.225806451612903	0	12.903225806451612	9.67741935483871	0	0	3.225806451612903	6.451612903225806	3.225806451612903	0	0	3.225806451612903	3.225806451612903	0	9.67741935483871	0	0	3.225806451612903	0	9.67741935483871	3.225806451612903	0	0	3.225806451612903	0	3.225806451612903	3.225806451612903	0	0	9.67741935483871	3.225806451612903	3.225806451612903	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
dutch_clean_21.conllu	1	21	21.0	6.9	14.285714285714286	14.285714285714286	4.761904761904762	4.761904761904762	4.761904761904762	4.761904761904762	23.80952380952381	0	4.761904761904762	0	4.761904761904762	4.761904761904762	0	14.285714285714286	0	0.6	0	100.0	33.333333333333336	66.66666666666667	0	100.0	0	0	100.0	100.0	0	0	100.0	0	3.0	100.0	3.6666666666666665	0	0	0	33.333333333333336	66.66666666666667	0	0	4.0	7.0	7.0	2.526315789473684	7	0	0	0	0	0	66.66666666666667	33.333333333333336	50.0	50.0	4.761904761904762	0	4.761904761904762	4.761904761904762	14.285714285714286	0	0	0	4.761904761904762	4.761904761904762	0	0	4.761904761904762	0	0	4.761904761904762	0	0	0	0	14.285714285714286	0	0	9.523809523809524	0	0	14.285714285714286	4.761904761904762	0	0	4.761904761904762	4.761904761904762	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0
dutch_clean_22.conllu	1	26	26.0	4.869565217391305	19.23076923076923	7.6923076923076925	11.538461538461538	7.6923076923076925	0	11.538461538461538	15.384615384615385	0	7.6923076923076925	0	11.538461538461538	3.8461538461538463	0	3.8461538461538463	0	0.5652173913043478	0	100.0	100.0	0	0	0	100.0	0	100.0	100.0	0	0	0	100.0	3.0	100.0	4.0	0	0	0	0	100.0	0	0	4.0	8.666666666666666	8.0	2.772727272727273	8	0	0	0	0	0	0	0	100.0	0.0	0	0	3.8461538461538463	23.076923076923077	3.8461538461538463	0	0	0	7.6923076923076925	0	0	0	0	7.6923076923076925	0	11.538461538461538	0	0	0	0	3.8461538461538463	0	0	7.6923076923076925	0	0	0	7.6923076923076925	0	7.6923076923076925	11.538461538461538	3.8461538461538463	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0
dutch_clean_23.conllu	1	27	27.0	5.76	11.11111111111111	18.51851851851852	3.7037037037037037	7.407407407407407	3.7037037037037037	11.11111111111111	33.333333333333336	0	0	0	7.407407407407407	0	0	3.7037037037037037	0	0.56	0	0	0	0	100.0	0	0	50.0	50.0	100.0	0	0	50.0	50.0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	5.0	27.0	20.0	3.0	20	1.3333333333333333	3	66.66666666666667	33.333333333333336	0	100.0	0.0	100.0	0.0	0	0	0	3.7037037037037037	11.11111111111111	0	7.407407407407407	0	18.51851851851852	3.7037037037037037	0	0	3.7037037037037037	0	0	11.11111111111111	0	0	0	0	0	14.814814814814815	0	3.7037037037037037	0	0	3.7037037037037037	7.407407407407407	0	0	7.407407407407407	3.7037037037037037	0	100.0	0.0	0	0	0	0	0	0	0
dutch_clean_24.conllu	1	20	20.0	6.0	10.0	20.0	0	5.0	5.0	10.0	30.0	0	0	0	5.0	0	0	15.0	0	0.5789473684210527	0	0	0	33.333333333333336	66.66666666666667	0	0	0	100.0	100.0	0	0	100.0	0	3.0	100.0	2.0	33.333333333333336	0	0	66.66666666666667	0	0	0	5.0	6.666666666666667	9.0	2.9444444444444446	9	2.0	1	0	100.0	0	100.0	0.0	0	0	0	0	0	5.0	10.0	0	5.0	0	15.0	5.0	0	0	5.0	0	0	10.0	0	0	0	0	5.0	10.0	0	0	0	0	10.0	5.0	0	0	5.0	5.0	5.0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
dutch_clean_25.conllu	1	31	31.0	6.392857142857143	12.903225806451612	16.129032258064516	0	3.225806451612903	3.225806451612903	22.580645161290324	29.032258064516128	0	0	0	9.67741935483871	0	0	3.225806451612903	0	0.5	0	0	0	0	100.0	0	0	0	100.0	100.0	0	0	100.0	0	2.0	100.0	0.0	100.0	0	0	0	0	0	0	4.0	15.5	12.0	2.925925925925926	12	1.25	4	75.0	25.0	0	0	0	100.0	0.0	0	0	0	0	16.129032258064516	0	0	0	16.129032258064516	3.225806451612903	0	0	3.225806451612903	3.225806451612903	0	22.580645161290324	0	0	0	0	0	16.129032258064516	0	6.451612903225806	0	0	0	0	0	0	9.67741935483871	3.225806451612903	0	100.0	0.0	0	0	0	0	0	0	0
dutch_clean_26.conllu	1	18	18.0	7.294117647058823	5.555555555555555	16.666666666666668	5.555555555555555	0	0	16.666666666666668	27.77777777777778	0	0	0	5.555555555555555	5.555555555555555	0	16.666666666666668	0	0.5882352941176471	0	100.0	33.333333333333336	0	66.66666666666667	100.0	0	0	0	0	0	0	0	0	3.0	100.0	2.0	33.333333333333336	0	33.333333333333336	0	33.333333333333336	0	0	6.0	6.0	15.0	3.75	15	3.0	1	0	0	100.0	100.0	0.0	100.0	0.0	5.555555555555555	0	0	11.11111111111111	5.555555555555555	0	0	0	16.666666666666668	0	0	0	0	0	0	16.666666666666668	0	0	0	0	5.555555555555555	16.666666666666668	0	5.555555555555555	0	0	5.555555555555555	0	0	0	5.555555555555555	5.555555555555555	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
dutch_clean_27.conllu	1	21	21.0	6.2105263157894735	4.761904761904762	9.523809523809524	4.761904761904762	4.761904761904762	4.761904761904762	14.285714285714286	14.285714285714286	4.761904761904762	0	14.285714285714286	9.523809523809524	4.761904761904762	0	9.523809523809524	0	0.5263157894736842	100.0	0	50.0	0	50.0	100.0	0	100.0	0	100.0	0	0	0	100.0	2.0	0.0	2.0	0	50.0	0	50.0	0	0	0	4.0	10.5	16.0	2.888888888888889	16	2.0	1	0	100.0	0	0	0	100.0	0.0	4.761904761904762	0	4.761904761904762	9.523809523809524	0	0	0	0	9.523809523809524	4.761904761904762	0	0	9.523809523809524	4.761904761904762	0	14.285714285714286	0	0	0	0	4.761904761904762	9.523809523809524	0	9.523809523809524	0	0	0	0	0	0	9.523809523809524	4.761904761904762	0	0.0	100.0	100.0	0.0	1.0	100.0	0	0	0
dutch_clean_28.conllu	1	18	18.0	4.375	5.555555555555555	16.666666666666668	5.555555555555555	0	0	16.666666666666668	16.666666666666668	0	16.666666666666668	0	11.11111111111111	0	0	11.11111111111111	0	0.4375	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	4.0	9.0	8.0	2.533333333333333	8	1.0	2	100.0	0	0	0.0	100.0	50.0	50.0	0	5.555555555555555	0	5.555555555555555	0	0	0	0	16.666666666666668	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	11.11111111111111	5.555555555555555	11.11111111111111	0	0	5.555555555555555	5.555555555555555	0	0	11.11111111111111	5.555555555555555	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
