identifier	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_SYM	upos_dist_PRON	upos_dist_PROPN	upos_dist_ADP	upos_dist_NUM	upos_dist_DET	upos_dist_ADJ	upos_dist_AUX	upos_dist_PART	upos_dist_NOUN	upos_dist_ADV	upos_dist_SCONJ	upos_dist_VERB	upos_dist_INTJ	upos_dist_PUNCT	upos_dist_CCONJ	upos_dist_X	lexical_density	verbs_mood_dist_Ind	verbs_tense_dist_Pres	verbs_tense_dist_Past	verbs_form_dist_Part	verbs_form_dist_Inf	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_num_pers_dist_Sing+3	verbs_num_pers_dist_+	aux_mood_dist_Ind	aux_tense_dist_Past	aux_tense_dist_Pres	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Part	aux_form_dist_Ger	aux_num_pers_dist_Sing+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_+	verbal_head_per_sent	verbal_root_perc	avg_token_per_clause	avg_links_len	max_links_len	avg_max_links_len	avg_max_depth	dep_dist_ccomp	dep_dist_det:predet	dep_dist_reparandum	dep_dist_nmod:tmod	dep_dist_aux	dep_dist_cc	dep_dist_compound	dep_dist_goeswith	dep_dist_nmod:poss	dep_dist_acl:relcl	dep_dist_nsubj:pass	dep_dist_nsubj	dep_dist_aux:pass	dep_dist_advmod	dep_dist_fixed	dep_dist_cc:preconj	dep_dist_xcomp	dep_dist_advcl	dep_dist_appos	dep_dist_nummod	dep_dist_conj	dep_dist_iobj	dep_dist_cop	dep_dist_obl:npmod	dep_dist_expl	dep_dist_mark	dep_dist_dislocated	dep_dist_vocative	dep_dist_nmod	dep_dist_flat	dep_dist_obj	dep_dist_dep	dep_dist_csubj	dep_dist_parataxis	dep_dist_root	dep_dist_compound:prt	dep_dist_acl	dep_dist_csubj:pass	dep_dist_case	dep_dist_det	dep_dist_obl	dep_dist_nmod:npmod	dep_dist_punct	dep_dist_obl:tmod	dep_dist_amod	dep_dist_orphan	dep_dist_discourse	subj_pre	subj_post	obj_pre	obj_post	n_prepositional_chains	avg_prepositional_chain_len	prepositional_chain_distribution	subordinate_chains_distribution	avg_subordinate_chain_len	principal_proposition_dist	subordinate_proposition_dist	subordinate_pre	subordinate_post	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_6	verb_edges_dist_5	verb_edges_dist_2	verb_edges_dist_0	verb_edges_dist_1	avg_verb_edges
01004009.conllu	1	22	22.0	5.315789473684211	0	4.545454545454546	0	13.636363636363637	0	9.090909090909092	9.090909090909092	0	0	27.272727272727273	4.545454545454546	4.545454545454546	13.636363636363637	0	13.636363636363637	0	0	0.631578947368421	100.0	100.0	0	0	0	33.333333333333336	66.66666666666667	0	100.0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	7.333333333333333	2.7222222222222223	13.0	13.0	0	0	0	0	0	0	0	4.545454545454546	0	0	0	0	4.545454545454546	0	0	4.545454545454546	0	0	9.090909090909092	0	0	0	0	0	0	0	9.090909090909092	0	0	0	0	13.636363636363637	0	0	0	4.545454545454546	0	0	0	9.090909090909092	9.090909090909092	9.090909090909092	0	13.636363636363637	0	9.090909090909092	0	0	100.0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	33.333333333333336	0	0	0	33.333333333333336	33.333333333333336	0	1.6666666666666667
01004017.conllu	1	18	18.0	4.176470588235294	0	5.555555555555555	0	22.22222222222222	11.11111111111111	5.555555555555555	16.666666666666668	5.555555555555555	0	22.22222222222222	0	0	0	0	5.555555555555555	5.555555555555555	0	0.4117647058823529	0	0	0	0	0	0	0	0	0	100.0	0	100.0	100.0	0	0	0	0	0	100.0	0	0	0	2.375	5.0	5.0	0	0	0	0	0	0	5.555555555555555	0	0	0	0	0	5.555555555555555	0	0	0	0	0	0	0	11.11111111111111	5.555555555555555	0	5.555555555555555	0	0	0	0	0	5.555555555555555	0	0	0	0	0	5.555555555555555	0	0	0	22.22222222222222	5.555555555555555	11.11111111111111	0	5.555555555555555	0	11.11111111111111	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01005023.conllu	1	21	21.0	4.444444444444445	4.761904761904762	9.523809523809524	9.523809523809524	9.523809523809524	14.285714285714286	4.761904761904762	0	0	4.761904761904762	14.285714285714286	0	0	14.285714285714286	0	14.285714285714286	0	0	0.4444444444444444	100.0	0	100.0	0	33.333333333333336	66.66666666666667	0	0	100.0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	7.0	2.176470588235294	5.0	5.0	0	0	0	0	0	0	0	19.047619047619047	0	0	4.761904761904762	0	4.761904761904762	0	0	0	0	0	0	0	4.761904761904762	0	0	0	0	4.761904761904762	4.761904761904762	0	0	0	0	9.523809523809524	0	4.761904761904762	0	4.761904761904762	0	0	0	9.523809523809524	4.761904761904762	9.523809523809524	0	14.285714285714286	0	0	0	0	50.0	50.0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	66.66666666666667	33.333333333333336	0	1.3333333333333333
01005024.conllu	1	26	26.0	4.5	0	7.6923076923076925	15.384615384615385	7.6923076923076925	0	7.6923076923076925	0	3.8461538461538463	0	15.384615384615385	0	0	15.384615384615385	0	23.076923076923077	3.8461538461538463	0	0.6	100.0	66.66666666666667	33.333333333333336	0	25.0	75.0	0	0	100.0	0	0	0	100.0	0	0	0	0	0	100.0	4.0	100.0	6.5	2.789473684210526	14.0	14.0	0	3.8461538461538463	0	0	0	3.8461538461538463	3.8461538461538463	3.8461538461538463	0	0	0	0	15.384615384615385	0	0	0	0	0	0	3.8461538461538463	0	3.8461538461538463	0	0	0	0	0	0	0	7.6923076923076925	3.8461538461538463	3.8461538461538463	0	0	3.8461538461538463	3.8461538461538463	0	0	0	7.6923076923076925	7.6923076923076925	0	0	23.076923076923077	0	0	0	0	75.0	25.0	0	100.0	0	0	0	0	0	100.0	0	0	0	25.0	0	0	0	0	25.0	50.0	1.25
01005031.conllu	1	21	21.0	5.15	0	4.761904761904762	9.523809523809524	4.761904761904762	4.761904761904762	14.285714285714286	0	4.761904761904762	4.761904761904762	23.80952380952381	4.761904761904762	4.761904761904762	14.285714285714286	0	4.761904761904762	0	0	0.55	100.0	100.0	0	0	66.66666666666667	33.333333333333336	0	100.0	0	0	0	0	100.0	0	0	0	0	0	100.0	3.0	100.0	7.0	2.263157894736842	6.0	6.0	0	4.761904761904762	0	0	0	4.761904761904762	0	9.523809523809524	0	0	0	0	4.761904761904762	0	4.761904761904762	0	0	0	0	0	4.761904761904762	0	4.761904761904762	0	0	4.761904761904762	9.523809523809524	0	0	0	0	9.523809523809524	0	4.761904761904762	0	4.761904761904762	0	0	0	4.761904761904762	14.285714285714286	4.761904761904762	0	4.761904761904762	0	0	0	0	50.0	50.0	0	100.0	0	0	0	0	0	100.0	0	0	0	33.333333333333336	0	0	33.333333333333336	0	33.333333333333336	0	2.6666666666666665
01006011.conllu	1	14	14.0	4.538461538461538	0	0	7.142857142857143	7.142857142857143	0	21.428571428571427	0	7.142857142857143	0	28.571428571428573	0	7.142857142857143	14.285714285714286	0	7.142857142857143	0	0	0.5384615384615384	100.0	0	100.0	50.0	0	50.0	0	0	100.0	100.0	100.0	0	100.0	0	0	0	0	0	100.0	2.0	100.0	7.0	2.0833333333333335	6.0	6.0	0	7.142857142857143	0	0	0	7.142857142857143	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	7.142857142857143	0	0	0	7.142857142857143	0	0	0	0	7.142857142857143	0	0	0	7.142857142857143	0	0	0	7.142857142857143	21.428571428571427	7.142857142857143	0	7.142857142857143	0	0	0	0	100.0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	50.0	0	0	0	50.0	0	2.0
01007012.conllu	1	13	13.0	4.833333333333333	0	15.384615384615385	0	7.6923076923076925	0	0	7.6923076923076925	0	7.6923076923076925	23.076923076923077	7.6923076923076925	0	15.384615384615385	0	7.6923076923076925	7.6923076923076925	0	0.5833333333333334	100.0	100.0	0	0	50.0	50.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	6.5	2.0	5.0	5.0	0	0	0	0	0	0	7.6923076923076925	0	0	7.6923076923076925	0	0	7.6923076923076925	0	7.6923076923076925	0	0	0	0	0	0	7.6923076923076925	0	0	0	7.6923076923076925	7.6923076923076925	0	0	7.6923076923076925	0	0	0	0	0	7.6923076923076925	0	7.6923076923076925	0	7.6923076923076925	0	0	0	7.6923076923076925	0	7.6923076923076925	0	0	0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	50.0	50.0	0	1.0
01008017.conllu	1	40	40.0	4.388888888888889	0	0	0	12.5	5.0	12.5	5.0	7.5	2.5	22.5	7.5	0	12.5	0	10.0	2.5	0	0.5277777777777778	100.0	66.66666666666667	33.333333333333336	40.0	20.0	20.0	20.0	100.0	0	100.0	66.66666666666667	33.333333333333336	66.66666666666667	0	33.333333333333336	0	100.0	0	0	5.0	100.0	8.0	3.257142857142857	28.0	28.0	0	0	0	0	2.5	5.0	2.5	5.0	0	0	0	2.5	2.5	2.5	7.5	2.5	0	5.0	0	0	2.5	2.5	0	0	0	0	2.5	0	0	5.0	0	0	0	0	2.5	2.5	0	0	0	12.5	12.5	7.5	0	10.0	0	2.5	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	20.0	0	20.0	0	20.0	20.0	20.0	2.4
01009027.conllu	1	16	16.0	3.6923076923076925	0	6.25	6.25	0	0	6.25	12.5	18.75	0	12.5	12.5	0	0	0	18.75	6.25	0	0.5384615384615384	0	0	0	0	0	0	0	0	0	100.0	0	100.0	66.66666666666667	33.333333333333336	0	0	50.0	0	50.0	1.0	0	16.0	3.6666666666666665	7.0	7.0	0	0	0	0	0	6.25	6.25	0	0	0	0	0	12.5	0	12.5	0	0	0	0	0	0	6.25	0	12.5	0	0	0	0	0	0	0	0	0	0	0	6.25	0	0	0	0	6.25	0	0	18.75	6.25	6.25	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01009054.conllu	1	26	26.0	4.714285714285714	0	7.6923076923076925	3.8461538461538463	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	3.8461538461538463	3.8461538461538463	19.23076923076923	0	0	19.23076923076923	0	19.23076923076923	0	0	0.6190476190476191	100.0	0	100.0	20.0	40.0	20.0	20.0	0	100.0	100.0	0	100.0	100.0	0	0	0	0	0	100.0	5.0	100.0	5.2	2.95	21.0	21.0	0	3.8461538461538463	0	0	0	3.8461538461538463	0	0	0	0	0	0	11.538461538461538	0	0	0	0	3.8461538461538463	0	0	0	0	0	0	0	0	3.8461538461538463	0	0	7.6923076923076925	0	7.6923076923076925	0	0	3.8461538461538463	3.8461538461538463	0	0	0	11.538461538461538	7.6923076923076925	3.8461538461538463	0	19.23076923076923	0	7.6923076923076925	0	0	100.0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	20.0	0	0	0	20.0	40.0	20.0	1.2
01010042.conllu	1	19	19.0	4.25	0	15.789473684210526	10.526315789473685	0	0	10.526315789473685	0	5.2631578947368425	0	10.526315789473685	5.2631578947368425	5.2631578947368425	21.05263157894737	0	15.789473684210526	0	0	0.5625	100.0	0	100.0	0	25.0	75.0	0	33.333333333333336	66.66666666666667	0	0	0	100.0	0	0	0	0	0	100.0	4.0	100.0	4.75	2.466666666666667	8.0	8.0	0	5.2631578947368425	0	0	0	5.2631578947368425	0	0	0	0	5.2631578947368425	0	21.05263157894737	0	5.2631578947368425	0	0	0	0	0	0	0	0	0	0	5.2631578947368425	5.2631578947368425	0	0	0	5.2631578947368425	5.2631578947368425	0	0	5.2631578947368425	5.2631578947368425	0	0	0	0	10.526315789473685	0	0	15.789473684210526	0	0	0	0	75.0	25.0	0	100.0	0	0	0	0	0	100.0	0	0	0	75.0	0	0	0	0	25.0	0	2.25
01011004.conllu	1	17	17.0	4.142857142857143	0	11.764705882352942	0	0	5.882352941176471	0	5.882352941176471	11.764705882352942	5.882352941176471	11.764705882352942	5.882352941176471	5.882352941176471	17.647058823529413	0	17.647058823529413	0	0	0.5	0	0	100.0	33.333333333333336	33.333333333333336	0	33.333333333333336	0	0	100.0	50.0	50.0	50.0	0	50.0	0	100.0	0	0	3.0	100.0	5.666666666666667	2.769230769230769	7.0	7.0	0	0	0	0	0	5.882352941176471	0	0	0	5.882352941176471	0	5.882352941176471	0	5.882352941176471	5.882352941176471	0	0	5.882352941176471	5.882352941176471	0	5.882352941176471	0	0	0	5.882352941176471	0	11.764705882352942	0	0	0	0	5.882352941176471	0	0	0	5.882352941176471	0	0	0	0	0	0	0	17.647058823529413	0	5.882352941176471	0	0	100.0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	66.66666666666667	33.333333333333336	0	1.3333333333333333
01011011.conllu	1	32	32.0	4.241379310344827	0	12.5	12.5	9.375	0	6.25	3.125	0	3.125	21.875	0	6.25	15.625	0	9.375	0	0	0.5862068965517241	100.0	0	100.0	0	20.0	40.0	40.0	0	100.0	0	0	0	0	0	0	0	0	0	0	5.0	100.0	6.4	3.4285714285714284	29.0	29.0	0	0	0	0	0	0	0	6.25	0	9.375	0	0	6.25	0	0	0	0	3.125	6.25	3.125	0	0	0	0	0	0	9.375	0	0	3.125	6.25	9.375	0	0	3.125	3.125	0	0	0	9.375	6.25	6.25	0	9.375	0	0	0	0	100.0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	20.0	20.0	0	0	20.0	20.0	20.0	2.0
01011017.conllu	1	16	16.0	3.25	0	18.75	0	6.25	0	6.25	6.25	12.5	0	12.5	0	0	12.5	0	25.0	0	0	0.4166666666666667	100.0	100.0	0	50.0	0	50.0	0	0	100.0	100.0	50.0	50.0	100.0	0	0	0	50.0	0	50.0	3.0	100.0	5.333333333333333	2.1818181818181817	6.0	6.0	0	6.25	0	0	0	6.25	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	6.25	6.25	0	0	0	0	0	0	6.25	0	0	6.25	6.25	0	0	0	6.25	6.25	6.25	0	25.0	0	0	0	0	100.0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	50.0	50.0	0.5
01012003.conllu	1	15	15.0	4.3076923076923075	0	6.666666666666667	6.666666666666667	13.333333333333334	13.333333333333334	6.666666666666667	0	0	0	13.333333333333334	13.333333333333334	0	13.333333333333334	0	13.333333333333334	0	0	0.5384615384615384	100.0	0	100.0	0	0	50.0	50.0	0	100.0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	7.5	2.75	6.0	6.0	0	0	0	0	0	0	0	6.666666666666667	0	6.666666666666667	0	0	6.666666666666667	0	6.666666666666667	0	0	6.666666666666667	0	0	0	6.666666666666667	0	0	0	0	0	0	0	13.333333333333334	0	0	0	0	0	6.666666666666667	0	0	0	13.333333333333334	6.666666666666667	0	0	13.333333333333334	0	0	6.666666666666667	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
01013005.conllu	1	15	15.0	4.285714285714286	0	0	26.666666666666668	13.333333333333334	0	6.666666666666667	0	6.666666666666667	6.666666666666667	13.333333333333334	0	6.666666666666667	13.333333333333334	0	6.666666666666667	0	0	0.5714285714285714	100.0	0	100.0	50.0	0	50.0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	2.0	100.0	7.5	2.6923076923076925	9.0	9.0	0	0	0	0	0	0	0	13.333333333333334	0	0	0	0	6.666666666666667	6.666666666666667	0	0	0	0	6.666666666666667	0	0	0	0	0	0	0	6.666666666666667	0	0	0	6.666666666666667	0	0	0	0	6.666666666666667	6.666666666666667	0	0	13.333333333333334	6.666666666666667	13.333333333333334	0	6.666666666666667	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	50.0	0	0	0	0	50.0	0	1.5
01014003.conllu	1	24	24.0	5.086956521739131	0	0	8.333333333333334	8.333333333333334	4.166666666666667	8.333333333333334	12.5	4.166666666666667	0	20.833333333333332	0	4.166666666666667	20.833333333333332	0	4.166666666666667	4.166666666666667	0	0.6521739130434783	100.0	0	100.0	0	60.0	20.0	20.0	0	100.0	0	0	0	100.0	0	0	0	0	0	100.0	5.0	100.0	4.8	2.409090909090909	9.0	9.0	0	4.166666666666667	0	0	0	4.166666666666667	4.166666666666667	0	0	0	0	0	8.333333333333334	0	0	0	0	4.166666666666667	0	0	0	4.166666666666667	0	0	0	0	0	0	0	4.166666666666667	4.166666666666667	12.5	0	0	0	4.166666666666667	0	4.166666666666667	0	12.5	8.333333333333334	4.166666666666667	0	4.166666666666667	0	12.5	0	0	100.0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	20.0	0	0	0	60.0	20.0	0	1.8
