identifier	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_PART	upos_dist_PUNCT	upos_dist_PRON	upos_dist_ADJ	upos_dist_PROPN	upos_dist_VERB	upos_dist_CCONJ	upos_dist_ADV	upos_dist_AUX	upos_dist_X	upos_dist_NOUN	upos_dist_NUM	upos_dist_DET	lexical_density	verbs_mood_dist_Ind	verbs_mood_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Fut	verbs_form_dist_Ger	verbs_form_dist_Fin	verbs_num_pers_dist_+	aux_mood_dist_Ind	aux_tense_dist_Past	aux_form_dist_Fin	aux_form_dist_Ger	aux_num_pers_dist_+	verbal_head_per_sent	verbal_root_perc	avg_token_per_clause	avg_links_len	max_links_len	avg_max_links_len	avg_max_depth	dep_dist_flat:name	dep_dist_flat	dep_dist_nsubj:pass	dep_dist_advmod	dep_dist_aux	dep_dist_csubj	dep_dist_dep	dep_dist_orphan	dep_dist_ccomp	dep_dist_advcl	dep_dist_cc	dep_dist_obj	dep_dist_fixed	dep_dist_punct	dep_dist_csubj:pass	dep_dist_obl:tmod	dep_dist_iobj	dep_dist_cop	dep_dist_conj	dep_dist_acl:relcl	dep_dist_nsubj	dep_dist_root	dep_dist_discourse	dep_dist_appos	dep_dist_case	dep_dist_nmod:poss	dep_dist_nummod	dep_dist_vocative	dep_dist_amod	dep_dist_goeswith	dep_dist_det	dep_dist_compound:lvc	dep_dist_obl	dep_dist_compound	subj_pre	subj_post	obj_pre	obj_post	n_prepositional_chains	avg_prepositional_chain_len	prepositional_chain_distribution	subordinate_chains_distribution	avg_subordinate_chain_len	principal_proposition_dist	subordinate_proposition_dist	subordinate_pre	subordinate_post	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_0	verb_edges_dist_5	verb_edges_dist_1	verb_edges_dist_4	verb_edges_dist_6	avg_verb_edges	text	token_count	avg_token_freq	n_low_freq_words	avg_word_length	scaled_token_count	scaled_avg_word_length	scaled_lexical_density	scaled_avg_max_depth	scaled_avg_links_len	scaled_max_links_len	scaled_verbal_head_per_sent	scaled_avg_token_freq	scaled_n_low_freq_words
01004009.conllu	1	18	18.0	2.8823529411764706	11.111111111111109	5.5555555555555545	0.0	0.0	0.0	22.222222222222218	0.0	0.0	0.0	0.0	61.111111111111114	0.0	0.0	0.8823529411764706	100.0	0.0	0.0	0.0	0.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	4.0	100.0	4.5	3.0625	10.0	10.0	0	0.0	0.0	0.0	5.5555555555555545	5.5555555555555545	0.0	0.0	0.0	0.0	16.666666666666668	0.0	22.222222222222218	0.0	5.5555555555555545	0.0	0.0	5.5555555555555545	0.0	0.0	0.0	5.5555555555555545	5.5555555555555545	0.0	0.0	5.5555555555555545	5.5555555555555545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.666666666666668	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0.0	0.0	50.0	0.0	50.0	0.0	0.0	0.5	학생들에게 과학적방법을 별도의 학과 단위로 가르치기보다는 예를 들어 학생들이 응용을 통해 과학 내용을 배우게 한다.	15	5.081333333333333	1	3.3333333333333335	41.93548387096774	28.571428571428577	88.23529411764706	0.0	29.166666666666668	21.951219512195124	36.36363636363637	69.24384397472217	8.333333333333334
01004017.conllu	1	15	15.0	2.0	0.0	6.666666666666668	6.666666666666668	6.666666666666668	0.0	0.0	0.0	6.666666666666668	13.333333333333336	0.0	46.66666666666666	13.333333333333336	0.0	0.6428571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	100.0	0.0	100.0	1.0	0.0	15.0	2.6153846153846154	12.0	12.0	0	0.0	0.0	0.0	13.333333333333336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.666666666666668	0.0	0.0	0.0	13.333333333333336	6.666666666666668	6.666666666666668	6.666666666666668	6.666666666666668	0.0	0.0	0.0	0.0	13.333333333333336	0.0	0.0	0.0	0.0	0.0	0.0	26.66666666666667	100.0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	그들은 전국 평균 4등급이고 전국 평균 8등급보다 더 높은 수준이다.	10	5.206	0	2.9	25.806451612903224	18.796992481203	64.28571428571429	0.0	22.843822843822846	26.829268292682926	9.090909090909092	72.50381346698627	0.0
01005023.conllu	1	21	21.0	2.736842105263158	0.0	9.523809523809524	4.761904761904762	0.0	14.285714285714285	4.761904761904762	0.0	0.0	0.0	0.0	42.857142857142854	19.047619047619047	4.761904761904762	0.6842105263157895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	21.0	2.7777777777777777	18.0	18.0	0	4.761904761904762	0.0	4.761904761904762	14.285714285714285	0.0	0.0	0.0	0.0	0.0	4.761904761904762	0.0	9.523809523809524	0.0	9.523809523809524	0.0	0.0	0.0	0.0	0.0	9.523809523809524	0.0	4.761904761904762	0.0	0.0	0.0	0.0	23.809523809523807	0.0	0.0	0.0	0.0	0.0	0.0	14.285714285714285	100.0	0	100.0	0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	1.0	그에 비해, 2004년에 운영을 시작한NoMa infill Metro 전철역을 짓는 데 1억 370만 달러가 소요되었다.	14	4.154285714285714	4	3.857142857142857	38.70967741935483	40.38668098818474	68.42105263157895	0.0	25.140291806958476	41.46341463414634	9.090909090909092	45.002023472278424	33.333333333333336
01005024.conllu	1	29	29.0	2.625	6.896551724137932	17.24137931034483	0.0	3.4482758620689653	13.79310344827586	3.4482758620689653	0.0	0.0	3.4482758620689653	0.0	51.72413793103448	0.0	0.0	0.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	100.0	0.0	100.0	2.0	0.0	14.5	2.565217391304348	13.0	13.0	0	3.4482758620689653	0.0	0.0	3.4482758620689653	0.0	0.0	3.4482758620689653	0.0	0.0	10.344827586206897	0.0	3.4482758620689653	0.0	17.24137931034483	0.0	0.0	0.0	3.4482758620689653	0.0	6.896551724137932	10.344827586206897	3.4482758620689653	0.0	3.4482758620689653	6.896551724137932	0.0	0.0	0.0	0.0	0.0	0.0	3.4482758620689653	0.0	20.689655172413797	100.0	0	100.0	0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	1.0	“경쟁이 치열한상황에서 교통 편의를 마련한다면도움이 될 수 있을 거라고 생각합니다”라고 조 스턴리엡 조지타운 비즈니스 개선 지구(BID) 사장이 말했다.	18	4.638888888888889	4	3.7777777777777777	51.61290322580645	38.59649122807017	87.5	0.0	22.13438735177866	29.26829268292683	18.181818181818183	57.67414832570641	33.333333333333336
01005031.conllu	1	17	17.0	2.625	0.0	5.882352941176472	0.0	0.0	5.882352941176472	17.647058823529417	0.0	0.0	0.0	0.0	58.82352941176471	5.882352941176472	5.882352941176472	0.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.666666666666668	2.2666666666666666	13.0	13.0	0	0.0	0.0	5.882352941176472	23.529411764705888	0.0	0.0	5.882352941176472	0.0	0.0	11.764705882352944	0.0	11.764705882352944	0.0	5.882352941176472	0.0	0.0	0.0	0.0	0.0	5.882352941176472	0.0	5.882352941176472	0.0	0.0	0.0	0.0	5.882352941176472	0.0	0.0	0.0	5.882352941176472	0.0	0.0	11.764705882352944	100.0	0	100.0	0	0	0	0	0	0	0.0	0	0	0	66.66666666666667	0.0	0.0	0.0	33.333333333333336	0.0	0.0	1.6666666666666667	타당성 조사에 따르면 곤돌라에 승객을 태우고 포토맥 강을 건너는 데 약 4분이 소요될것으로 추정된다.	14	4.272142857142857	3	3.0714285714285716	38.70967741935483	22.663802363050486	87.5	0.0	17.912457912457914	29.26829268292683	27.272727272727273	48.08392740404071	25.0
01006011.conllu	1	12	12.0	2.9090909090909087	0.0	8.333333333333334	0.0	0.0	0.0	16.666666666666668	0.0	0.0	0.0	0.0	58.33333333333334	8.333333333333334	8.333333333333334	0.8181818181818182	100.0	0.0	0.0	0.0	0.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	2.0	100.0	6.0	2.0	6.0	6.0	0	0.0	0.0	0.0	16.666666666666668	0.0	0.0	0.0	0.0	0.0	16.666666666666668	0.0	8.333333333333334	0.0	8.333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	8.333333333333334	8.333333333333334	0.0	0.0	0.0	8.333333333333334	16.666666666666668	0.0	0.0	0.0	0.0	0.0	0.0	8.333333333333334	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0.0	0.0	50.0	0.0	50.0	0.0	0.0	0.5	한 목격자의 경찰 진술에 따르면 피해자가 4월에 용의자를 공격했었다고 한다.	10	5.046	2	3.3	25.806451612903224	27.81954887218044	81.81818181818183	0.0	14.141414141414142	12.19512195121951	18.181818181818183	68.31989540204837	16.666666666666668
01007012.conllu	1	12	12.0	2.5454545454545454	0.0	8.333333333333334	8.333333333333334	8.333333333333334	0.0	8.333333333333334	0.0	0.0	0.0	0.0	58.33333333333334	0.0	8.333333333333334	0.8181818181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	12.0	2.2	7.0	7.0	0	0.0	0.0	0.0	8.333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.333333333333334	0.0	8.333333333333334	0.0	0.0	0.0	0.0	8.333333333333334	8.333333333333334	8.333333333333334	8.333333333333334	0.0	0.0	0.0	8.333333333333334	0.0	0.0	0.0	0.0	8.333333333333334	0.0	0.0	25.0	100.0	0	100.0	0	0	0	0	0	0	0.0	0	0	0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	이 부분에서 게임과 우리 일상 생활 사이의 유사점을 찾을 수 있습니다.	11	5.28909090909091	2	2.6363636363636362	29.032258064516128	12.850307587149686	81.81818181818183	0.0	16.969696969696972	14.634146341463415	9.090909090909092	74.67659818934608	16.666666666666668
01008017.conllu	1	29	29.0	2.6296296296296298	0.0	6.896551724137932	0.0	0.0	3.4482758620689653	6.896551724137932	0.0	10.344827586206897	0.0	0.0	58.620689655172406	6.896551724137932	6.896551724137932	0.8518518518518519	100.0	0.0	0.0	0.0	0.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	2.0	100.0	14.5	3.0384615384615383	24.0	24.0	0	0.0	0.0	0.0	27.58620689655172	0.0	0.0	3.4482758620689653	0.0	0.0	10.344827586206897	0.0	0.0	0.0	6.896551724137932	0.0	3.4482758620689653	0.0	0.0	0.0	3.4482758620689653	3.4482758620689653	3.4482758620689653	0.0	0.0	0.0	0.0	6.896551724137932	0.0	0.0	0.0	6.896551724137932	0.0	0.0	24.13793103448276	100.0	0	0.0	0	0	0	0	0	0	100.0	0	0	0	0.0	0.0	50.0	0.0	50.0	0.0	0.0	0.5	미국 인구조사국에 따르면 1996년 대통령 선거일 전에 투표한유권자 수는 총 11퍼센트에 불과했지만, 최근 몇 년 사이에 꾸준히 증가해서올해 다시 상승할것으로 보인다.	21	4.921428571428571	3	3.4761904761904763	61.29032258064515	31.793770139634795	85.18518518518519	0.0	28.82672882672883	56.09756097560975	18.181818181818183	65.06241633720386	25.0
01009027.conllu	1	13	13.0	2.363636363636364	0.0	15.384615384615385	0.0	15.384615384615385	7.6923076923076925	7.6923076923076925	0.0	15.384615384615385	15.384615384615385	0.0	23.07692307692308	0.0	0.0	0.8181818181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.333333333333333	2.9	9.0	9.0	0	0.0	0.0	0.0	15.384615384615385	0.0	0.0	7.6923076923076925	0.0	7.6923076923076925	7.6923076923076925	0.0	0.0	0.0	15.384615384615385	0.0	0.0	0.0	15.384615384615385	0.0	0.0	7.6923076923076925	7.6923076923076925	0.0	0.0	0.0	0.0	0.0	0.0	7.6923076923076925	0.0	0.0	7.6923076923076925	0.0	0.0	100.0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	오늘, 칸지르는 외로운 돼지일지 몰라도 항상 혼자인 것은 아니다.	9	5.066666666666666	1	3.111111111111111	22.58064516129032	23.558897243107772	81.81818181818183	0.0	26.86868686868687	19.51219512195122	27.272727272727273	68.86031815210283	8.333333333333334
01009054.conllu	1	22	22.0	2.9473684210526314	9.090909090909092	13.636363636363635	4.545454545454546	4.545454545454546	4.545454545454546	9.090909090909092	0.0	0.0	0.0	0.0	50.0	0.0	4.545454545454546	0.7894736842105263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	11.0	3.611111111111111	20.0	20.0	0	0.0	0.0	0.0	4.545454545454546	4.545454545454546	0.0	0.0	0.0	0.0	18.181818181818183	0.0	13.636363636363635	0.0	13.636363636363635	0.0	0.0	4.545454545454546	0.0	0.0	9.090909090909092	13.636363636363635	4.545454545454546	0.0	0.0	4.545454545454546	0.0	0.0	0.0	0.0	0.0	4.545454545454546	0.0	0.0	4.545454545454546	100.0	0	100.0	0	0	0	0	0	0	0.0	0	0	0	0.0	50.0	50.0	0.0	0.0	0.0	0.0	1.5	사킵은 “우리는 돼지를 포함해다양한동물 종으로 동물원을 채울 수 있도록 도와달라고 다른 나라들에게 도움을 요청했습니다”라고 말했다.	15	5.081999999999999	3	3.933333333333333	41.93548387096774	42.10526315789473	78.94736842105263	0.0	36.924803591470265	46.34146341463415	18.181818181818183	69.26127696665937	25.0
