Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	verbs_num_pers_dist_Sing+	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_+	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_cc:preconj	dep_dist_ccomp	dep_dist_compound	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:predet	dep_dist_discourse	dep_dist_expl	dep_dist_fixed	dep_dist_flat	dep_dist_goeswith	dep_dist_iobj	dep_dist_list	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:npmod	dep_dist_nmod:poss	dep_dist_nmod:tmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:npmod	dep_dist_obl:tmod	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
train_sents_11.conllu	1	14	14.0	4.384615384615385	0	14.285714285714286	0	14.285714285714286	0	7.142857142857143	0	14.285714285714286	14.285714285714286	0	7.142857142857143	0	7.142857142857143	7.142857142857143	0	14.285714285714286	0	0.3076923076923077	50.0	50.0	0	100.0	50.0	0	0	50.0	100.0	0	0	0	50.0	50.0	0	100.0	50.0	0	0	50.0	0	0	100.0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	7.0	10.0	2.8333333333333335	10	0	0	0	0	0	0	0	0	100.0	0.0	0	0	7.142857142857143	0	0	0	7.142857142857143	7.142857142857143	14.285714285714286	0	0	0	0	0	0	0	0	7.142857142857143	0	0	0	0	0	0	0	0	7.142857142857143	0	0	0	0	7.142857142857143	7.142857142857143	7.142857142857143	0	14.285714285714286	0	0	0	7.142857142857143	7.142857142857143	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
train_sents_12.conllu	1	20	20.0	4.111111111111111	0	10.0	15.0	0	10.0	5.0	0	10.0	0	5.0	15.0	10.0	10.0	0	0	10.0	0	0.5	100.0	0	0	100.0	50.0	50.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.5	0	50.0	0	0	50.0	0	0	6.0	10.0	7.0	2.588235294117647	7	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	15.0	0	0	0	0	15.0	5.0	5.0	0	0	0	5.0	0	0	5.0	0	0	0	0	5.0	0	0	0	0	5.0	0	5.0	0	5.0	0	0	5.0	5.0	0	0	0	10.0	5.0	0	5.0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
train_sents_13.conllu	1	9	9.0	5.625	11.11111111111111	11.11111111111111	11.11111111111111	0	0	11.11111111111111	0	22.22222222222222	0	0	11.11111111111111	0	11.11111111111111	0	0	11.11111111111111	0	0.625	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	9.0	3.0	1.7142857142857142	3	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	11.11111111111111	11.11111111111111	0	0	0	11.11111111111111	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	11.11111111111111	0	0	11.11111111111111	0	0	0	0	11.11111111111111	11.11111111111111	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_14.conllu	1	8	8.0	6.142857142857143	0	25.0	0	0	0	25.0	0	25.0	0	0	0	0	12.5	0	0	12.5	0	0.42857142857142855	0	100.0	0	100.0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	2.0	8.0	4.0	2.0	4	0	0	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	12.5	0	0	0	12.5	12.5	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_15.conllu	1	13	13.0	4.545454545454546	0	7.6923076923076925	7.6923076923076925	7.6923076923076925	7.6923076923076925	0	0	7.6923076923076925	0	0	15.384615384615385	15.384615384615385	15.384615384615385	7.6923076923076925	0	7.6923076923076925	0	0.45454545454545453	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	2.0	100.0	4.0	0	0	0	0	100.0	0	0	3.0	6.5	5.0	2.0	5	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	7.6923076923076925	0	0	0	0	0	7.6923076923076925	7.6923076923076925	0	0	0	0	7.6923076923076925	7.6923076923076925	0	0	0	0	0	0	7.6923076923076925	0	0	0	15.384615384615385	0	0	0	0	7.6923076923076925	0	0	7.6923076923076925	0	0	0	0	15.384615384615385	7.6923076923076925	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
train_sents_16.conllu	1	13	13.0	4.875	7.6923076923076925	7.6923076923076925	7.6923076923076925	0	0	7.6923076923076925	0	7.6923076923076925	0	0	0	7.6923076923076925	38.46153846153846	0	0	15.384615384615385	0	0.75	100.0	0	0	100.0	50.0	50.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	6.5	4.0	2.2857142857142856	4	0	0	0	0	0	0	0.0	100.0	0	0	0	0	7.6923076923076925	7.6923076923076925	7.6923076923076925	0	0	0	0	0	0	0	0	7.6923076923076925	0	0	0	7.6923076923076925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.384615384615385	0	0	0	0	38.46153846153846	7.6923076923076925	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
train_sents_17.conllu	1	20	20.0	4.142857142857143	5.0	0	5.0	10.0	0	0	0	10.0	0	5.0	15.0	5.0	30.0	5.0	0	10.0	0	0.5	100.0	0	0	100.0	50.0	0	50.0	0	100.0	0	0	0	0	100.0	0	100.0	100.0	0	0	0	50.0	0	50.0	3.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	6.666666666666667	18.0	4.0	18	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	5.0	0	0	5.0	0	5.0	0	0	10.0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	10.0	0	10.0	0	0	10.0	0	0	0	0	30.0	5.0	0	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0	0
train_sents_18.conllu	1	10	10.0	5.166666666666667	10.0	0	0	10.0	0	0	10.0	10.0	0	0	10.0	0	40.0	0	0	10.0	0	0.5	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	100.0	100.0	0	0	0	100.0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	10.0	4.0	2.0	4	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	10.0	0	10.0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	0	0	0	0	0	0	0	0	0	0	0	10.0	0	0	10.0	0	0	0	0	40.0	10.0	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_19.conllu	1	28	28.0	4.458333333333333	3.5714285714285716	3.5714285714285716	0	17.857142857142858	3.5714285714285716	7.142857142857143	0	14.285714285714286	0	0	10.714285714285714	3.5714285714285716	14.285714285714286	7.142857142857143	0	14.285714285714286	0	0.4166666666666667	100.0	0	0	100.0	25.0	0	0	75.0	100.0	0	0	0	50.0	50.0	0	100.0	80.0	0	20.0	0	100.0	0	0	4.0	100.0	3.25	0	0	0	75.0	25.0	0	0	4.0	7.0	22.0	3.5652173913043477	22	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	3.5714285714285716	3.5714285714285716	3.5714285714285716	0	17.857142857142858	0	3.5714285714285716	3.5714285714285716	0	0	0	0	7.142857142857143	0	0	7.142857142857143	0	0	0	0	0	0	0	0	3.5714285714285716	0	0	3.5714285714285716	0	14.285714285714286	0	0	7.142857142857143	3.5714285714285716	0	0	0	14.285714285714286	3.5714285714285716	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
train_sents_20.conllu	1	12	12.0	3.25	0	16.666666666666668	8.333333333333334	8.333333333333334	0	0	0	16.666666666666668	0	0	16.666666666666668	0	33.333333333333336	0	0	0	0	0.375	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	100.0	0	0	0	0	100.0	0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	12.0	7.0	3.0	7	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	8.333333333333334	0	0	0	0	16.666666666666668	0	0	0	0	0	0	8.333333333333334	0	0	0	0	0	0	0	0	0	0	0	8.333333333333334	0	8.333333333333334	0	8.333333333333334	0	0	0	0	0	0	0	33.333333333333336	8.333333333333334	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_21.conllu	1	31	31.0	4.0	6.451612903225806	12.903225806451612	0	9.67741935483871	3.225806451612903	12.903225806451612	0	16.129032258064516	0	3.225806451612903	16.129032258064516	0	6.451612903225806	3.225806451612903	0	9.67741935483871	0	0.3448275862068966	100.0	0	0	100.0	33.333333333333336	0	33.333333333333336	33.333333333333336	100.0	0	0	0	100.0	0	0	100.0	66.66666666666667	0	33.333333333333336	0	50.0	0	50.0	4.0	100.0	3.3333333333333335	0	0	33.333333333333336	33.333333333333336	0	33.333333333333336	0	4.0	7.75	24.0	3.7142857142857144	24	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	3.225806451612903	0	3.225806451612903	0	6.451612903225806	0	12.903225806451612	3.225806451612903	0	0	0	0	3.225806451612903	3.225806451612903	0	12.903225806451612	0	0	0	0	0	0	0	0	6.451612903225806	3.225806451612903	0	6.451612903225806	0	9.67741935483871	0	0	6.451612903225806	6.451612903225806	0	0	0	6.451612903225806	3.225806451612903	0	3.225806451612903	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0	0
train_sents_22.conllu	1	21	21.0	3.8421052631578947	0	9.523809523809524	9.523809523809524	4.761904761904762	4.761904761904762	14.285714285714286	4.761904761904762	9.523809523809524	0	4.761904761904762	19.047619047619047	0	9.523809523809524	0	0	9.523809523809524	0	0.3157894736842105	100.0	0	0	100.0	50.0	0	0	50.0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	2.0	100.0	4.5	0	0	0	50.0	0	0	50.0	4.0	10.5	11.0	2.388888888888889	11	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	4.761904761904762	4.761904761904762	9.523809523809524	0	0	4.761904761904762	0	9.523809523809524	4.761904761904762	0	0	0	0	4.761904761904762	0	0	14.285714285714286	0	4.761904761904762	0	0	0	0	0	0	4.761904761904762	4.761904761904762	0	0	0	9.523809523809524	0	0	0	4.761904761904762	0	0	0	9.523809523809524	4.761904761904762	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
train_sents_23.conllu	1	9	9.0	3.5714285714285716	0	11.11111111111111	11.11111111111111	11.11111111111111	0	11.11111111111111	0	22.22222222222222	0	0	11.11111111111111	0	22.22222222222222	0	0	0	0	0.42857142857142855	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	100.0	0	0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	9.0	5.0	2.3333333333333335	5	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	11.11111111111111	0	0	0	0	11.11111111111111	0	0	0	0	0	0	11.11111111111111	0	11.11111111111111	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	11.11111111111111	0	0	0	0	0	0	0	22.22222222222222	11.11111111111111	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_24.conllu	1	42	42.0	3.4722222222222223	0	9.523809523809524	16.666666666666668	2.380952380952381	7.142857142857143	4.761904761904762	0	11.904761904761905	0	2.380952380952381	11.904761904761905	2.380952380952381	14.285714285714286	0	0	14.285714285714286	2.380952380952381	0.5277777777777778	100.0	0	0	100.0	50.0	16.666666666666668	33.333333333333336	0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	6.0	100.0	3.6666666666666665	0	0	16.666666666666668	33.333333333333336	16.666666666666668	33.333333333333336	0	4.0	7.0	35.0	4.0285714285714285	35	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	2.380952380952381	11.904761904761905	0	0	2.380952380952381	0	9.523809523809524	7.142857142857143	0	2.380952380952381	0	2.380952380952381	7.142857142857143	0	0	4.761904761904762	0	0	0	2.380952380952381	2.380952380952381	0	0	0	0	0	0	2.380952380952381	0	7.142857142857143	0	2.380952380952381	7.142857142857143	9.523809523809524	0	0	0	14.285714285714286	2.380952380952381	0	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0	0
train_sents_25.conllu	1	20	20.0	4.0	0	20.0	0	0	5.0	5.0	0	20.0	0	0	25.0	0	15.0	0	0	10.0	0	0.35294117647058826	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	3.5	0	0	50.0	0	0	50.0	0	3.0	10.0	8.0	2.4375	8	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	0	0	0	0	20.0	5.0	0	0	0	0	5.0	0	0	5.0	0	0	0	0	0	0	0	0	0	5.0	0	15.0	0	5.0	0	0	5.0	15.0	0	0	0	15.0	5.0	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_26.conllu	1	6	6.0	3.8	0	16.666666666666668	0	0	0	0	0	16.666666666666668	0	0	33.333333333333336	0	16.666666666666668	0	0	16.666666666666668	0	0.4	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	2.0	6.0	2.0	1.25	2	0	0	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.666666666666668	0	16.666666666666668	0	0	0	16.666666666666668	0	0	0	16.666666666666668	16.666666666666668	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_27.conllu	1	12	12.0	4.7272727272727275	0	8.333333333333334	0	8.333333333333334	0	8.333333333333334	0	16.666666666666668	0	16.666666666666668	0	16.666666666666668	8.333333333333334	0	0	16.666666666666668	0	0.5454545454545454	50.0	50.0	0	100.0	50.0	0	0	50.0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	2.0	100.0	1.5	0	50.0	50.0	0	0	0	0	4.0	6.0	6.0	2.8	6	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	8.333333333333334	0	16.666666666666668	0	0	0	0	0	0	0	0	8.333333333333334	0	0	0	0	8.333333333333334	0	0	0	8.333333333333334	8.333333333333334	0	8.333333333333334	0	8.333333333333334	0	0	0	0	0	0	0	8.333333333333334	8.333333333333334	0	8.333333333333334	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
