Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_form_dist_Fin	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_Sing+	aux_tense_dist_Past	aux_tense_dist_Pres	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+	aux_num_pers_dist_Sing+	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_expl	dep_dist_expl:pv	dep_dist_fixed	dep_dist_flat	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:poss	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
train_sentences_11.conllu	1	16	16.0	5.2	12.5	0	6.25	6.25	6.25	18.75	0	31.25	0	0	6.25	6.25	0	0	6.25	0	0.6666666666666666	100.0	0	100.0	0	0	0	100.0	100.0	0	100.0	0	0	0	100.0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	8.0	11.0	3.357142857142857	11	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	6.25	12.5	6.25	0	0	0	6.25	0	0	6.25	6.25	0	18.75	0	0	0	6.25	0	0	0	0	12.5	0	0	6.25	0	0	0	6.25	6.25	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sentences_12.conllu	1	14	14.0	4.909090909090909	0	0	14.285714285714286	0	0	0	0	7.142857142857143	0	35.714285714285715	0	21.428571428571427	0	0	21.428571428571427	0	0.5454545454545454	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	3.0	100.0	3.3333333333333335	0	0	0	66.66666666666667	33.333333333333336	0	0	3.0	4.666666666666667	6.0	2.4	6	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	7.142857142857143	0	0	0	0	0	0	7.142857142857143	7.142857142857143	0	0	0	0	0	7.142857142857143	0	0	0	0	0	0	21.428571428571427	0	0	7.142857142857143	0	0	7.142857142857143	21.428571428571427	7.142857142857143	7.142857142857143	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
train_sentences_13.conllu	1	6	6.0	3.4	0	0	0	16.666666666666668	0	0	0	0	0	50.0	0	16.666666666666668	0	0	16.666666666666668	0	0.2	0	0	0	100.0	0	0	0	0	100.0	100.0	0	0	0	100.0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	1.0	6.0	4.0	2.5	4	0	0	0	0	0	100.0	0.0	100.0	0.0	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	16.666666666666668	0	0	0	16.666666666666668	16.666666666666668	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sentences_14.conllu	1	33	33.0	4.166666666666667	3.0303030303030303	18.181818181818183	0	3.0303030303030303	6.0606060606060606	6.0606060606060606	0	18.181818181818183	0	21.21212121212121	0	9.090909090909092	3.0303030303030303	0	12.121212121212121	0	0.36666666666666664	100.0	0	75.0	0	25.0	0	100.0	100.0	0	100.0	0	0	0	100.0	4.0	100.0	3.25	0	0	0	33.333333333333336	0	66.66666666666667	0	4.0	8.25	23.0	4.068965517241379	23	0	0	0	0	0	0.0	100.0	33.333333333333336	66.66666666666667	0	0	3.0303030303030303	3.0303030303030303	0	0	0	3.0303030303030303	12.121212121212121	6.0606060606060606	0	6.0606060606060606	6.0606060606060606	0	0	6.0606060606060606	0	0	3.0303030303030303	0	0	3.0303030303030303	0	6.0606060606060606	9.090909090909092	0	0	9.090909090909092	12.121212121212121	0	0	9.090909090909092	3.0303030303030303	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0	0
train_sentences_15.conllu	1	10	10.0	5.333333333333333	0	10.0	0	20.0	0	20.0	0	20.0	0	10.0	0	10.0	0	0	10.0	0	0.3333333333333333	0	0	0	100.0	0	0	0	0	100.0	50.0	50.0	0	0	100.0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	10.0	5.0	2.375	5	0	0	0	0	0	100.0	0.0	100.0	0.0	0	0	0	0	0	0	20.0	0	10.0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	10.0	0	0	10.0	10.0	0	0	10.0	10.0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sentences_16.conllu	1	24	24.0	4.857142857142857	0	12.5	8.333333333333334	4.166666666666667	4.166666666666667	16.666666666666668	4.166666666666667	16.666666666666668	0	4.166666666666667	0	12.5	4.166666666666667	0	12.5	0	0.42857142857142855	0	100.0	33.333333333333336	66.66666666666667	0	0	100.0	0	100.0	100.0	0	0	0	100.0	4.0	100.0	2.6666666666666665	33.333333333333336	0	0	33.333333333333336	0	33.333333333333336	0	5.0	6.0	17.0	3.0	17	1.0	1	100.0	0	0	100.0	0.0	50.0	50.0	4.166666666666667	0	4.166666666666667	8.333333333333334	0	0	0	0	8.333333333333334	4.166666666666667	0	0	0	4.166666666666667	0	16.666666666666668	0	0	0	0	0	8.333333333333334	4.166666666666667	0	8.333333333333334	0	0	4.166666666666667	0	0	4.166666666666667	12.5	4.166666666666667	4.166666666666667	25.0	75.0	100.0	0.0	1.5	50.0	50.0	0	0	0
train_sentences_17.conllu	1	11	11.0	4.2	18.181818181818183	9.090909090909092	18.181818181818183	0	9.090909090909092	0	0	9.090909090909092	0	18.181818181818183	0	9.090909090909092	0	0	9.090909090909092	0	0.6	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	3.0	11.0	5.0	1.8888888888888888	5	1.0	1	100.0	0	0	0	0	50.0	50.0	0	0	0	27.272727272727273	9.090909090909092	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	9.090909090909092	0	18.181818181818183	0	0	0	0	0	0	9.090909090909092	9.090909090909092	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sentences_18.conllu	1	13	13.0	3.75	0	23.076923076923077	0	0	0	7.6923076923076925	0	23.076923076923077	0	15.384615384615385	7.6923076923076925	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	0	0.4166666666666667	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	13.0	6.0	2.090909090909091	6	0	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	23.076923076923077	0	7.6923076923076925	0	0	0	0	7.6923076923076925	0	0	0	0	0	7.6923076923076925	0	0	15.384615384615385	0	0	0	23.076923076923077	0	0	7.6923076923076925	7.6923076923076925	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sentences_19.conllu	1	28	28.0	5.173913043478261	10.714285714285714	3.5714285714285716	7.142857142857143	7.142857142857143	7.142857142857143	3.5714285714285716	0	10.714285714285714	0	17.857142857142858	0	17.857142857142858	0	0	14.285714285714286	0	0.5217391304347826	0	100.0	75.0	25.0	0	0	100.0	0	100.0	100.0	0	0	0	100.0	5.0	100.0	1.5	25.0	50.0	0	0	25.0	0	0	4.0	5.6	12.0	3.0	12	0	0	0	0	0	100.0	0.0	100.0	0.0	0	0	0	14.285714285714286	0	3.5714285714285716	0	0	3.5714285714285716	7.142857142857143	0	0	7.142857142857143	7.142857142857143	0	3.5714285714285716	0	3.5714285714285716	0	0	0	0	0	7.142857142857143	10.714285714285714	0	0	3.5714285714285716	3.5714285714285716	0	0	17.857142857142858	3.5714285714285716	3.5714285714285716	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0	0
train_sentences_20.conllu	1	6	6.0	7.0	0	0	16.666666666666668	16.666666666666668	0	0	0	33.333333333333336	0	0	16.666666666666668	16.666666666666668	0	0	0	0	0.8	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	6.0	4.0	2.25	4	0	0	0	0	0	0	0	100.0	0.0	0	0	0	16.666666666666668	0	16.666666666666668	0	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	16.666666666666668	16.666666666666668	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sentences_21.conllu	1	18	18.0	4.4	0	5.555555555555555	22.22222222222222	5.555555555555555	0	5.555555555555555	11.11111111111111	5.555555555555555	0	16.666666666666668	0	16.666666666666668	0	0	11.11111111111111	0	0.4666666666666667	0	100.0	100.0	0	0	0	100.0	0	100.0	100.0	0	0	0	100.0	3.0	100.0	2.0	0	50.0	0	50.0	0	0	0	4.0	6.0	6.0	2.5	6	0	0	0	0	0	100.0	0.0	66.66666666666667	33.333333333333336	0	0	0	16.666666666666668	5.555555555555555	0	0	0	5.555555555555555	0	5.555555555555555	0	0	5.555555555555555	0	5.555555555555555	0	0	0	0	0	0	0	0	16.666666666666668	0	0	5.555555555555555	0	0	11.11111111111111	16.666666666666668	5.555555555555555	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
train_sentences_22.conllu	1	14	14.0	3.909090909090909	0	21.428571428571427	7.142857142857143	0	0	0	0	14.285714285714286	0	14.285714285714286	7.142857142857143	21.428571428571427	0	0	14.285714285714286	0	0.5454545454545454	100.0	0	50.0	50.0	0	0	100.0	0	0	0	0	0	0	0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	7.0	9.0	3.3	9	0	0	0	0	0	100.0	0.0	0.0	100.0	7.142857142857143	0	0	0	7.142857142857143	0	0	0	7.142857142857143	0	0	0	7.142857142857143	0	0	0	0	0	0	0	7.142857142857143	14.285714285714286	0	0	7.142857142857143	0	0	7.142857142857143	7.142857142857143	0	0	21.428571428571427	7.142857142857143	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0	0
train_sentences_23.conllu	1	8	8.0	3.5	12.5	12.5	0	0	0	12.5	0	12.5	0	12.5	0	25.0	0	0	12.5	0	0.5	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	8.0	2.0	1.6	2	0	0	0	0	0	100.0	0.0	0.0	100.0	0	0	0	0	12.5	0	0	0	0	0	0	12.5	0	0	0	12.5	0	0	0	0	0	0	0	0	12.5	0	0	12.5	0	0	0	25.0	12.5	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sentences_24.conllu	1	16	16.0	6.0	6.25	6.25	6.25	12.5	0	12.5	0	18.75	6.25	6.25	0	6.25	6.25	0	12.5	0	0.4666666666666667	0	100.0	50.0	0	50.0	100.0	0	50.0	50.0	100.0	0	0	100.0	0	2.0	100.0	4.0	0	0	0	0	100.0	0	0	3.0	8.0	7.0	3.0714285714285716	7	0	0	0	0	0	100.0	0.0	100.0	0.0	0	0	6.25	12.5	0	0	6.25	6.25	6.25	0	0	0	0	0	0	12.5	0	0	0	0	0	6.25	0	0	6.25	6.25	6.25	6.25	6.25	0	0	6.25	6.25	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
train_sentences_25.conllu	1	9	9.0	5.25	11.11111111111111	11.11111111111111	11.11111111111111	0	0	11.11111111111111	0	11.11111111111111	0	22.22222222222222	0	11.11111111111111	0	0	11.11111111111111	0	0.5	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	2.0	9.0	6.0	2.2857142857142856	6	0	0	0	0	0	0	0	50.0	50.0	0	0	0	11.11111111111111	11.11111111111111	0	0	0	11.11111111111111	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	0	22.22222222222222	0	0	0	11.11111111111111	0	0	11.11111111111111	11.11111111111111	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sentences_26.conllu	1	7	7.0	3.3333333333333335	14.285714285714286	14.285714285714286	14.285714285714286	0	14.285714285714286	0	0	0	0	14.285714285714286	0	14.285714285714286	0	0	14.285714285714286	0	0.5	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	1.0	100.0	5.0	0	0	0	0	0	100.0	0	1.0	7.0	3.0	1.8	3	0	0	0	0	0	0.0	100.0	0.0	100.0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	14.285714285714286	0	0	14.285714285714286	14.285714285714286	0	0	14.285714285714286	14.285714285714286	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sentences_27.conllu	1	7	7.0	4.166666666666667	0	14.285714285714286	0	14.285714285714286	0	0	0	0	0	42.857142857142854	0	14.285714285714286	0	0	14.285714285714286	0	0.16666666666666666	0	0	0	100.0	0	0	0	100.0	0	100.0	0	0	0	100.0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	7.0	5.0	2.8	5	0	0	0	0	0	100.0	0.0	100.0	0.0	0	0	0	0	0	0	14.285714285714286	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	14.285714285714286	14.285714285714286	0	0	14.285714285714286	14.285714285714286	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sentences_28.conllu	1	10	10.0	4.125	20.0	0	10.0	20.0	10.0	0	0	0	0	20.0	0	20.0	0	0	0	0	0.375	0	0	0	0	0	0	0	0	100.0	100.0	0	0	0	100.0	2.0	100.0	0	0	0	0	0	0	0	0	2.0	5.0	6.0	2.7142857142857144	6	0	0	0	0	0	0	0	100.0	0.0	0	0	0	10.0	0	0	0	0	0	10.0	0	0	10.0	20.0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	20.0	10.0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sentences_29.conllu	1	14	14.0	3.8461538461538463	0	21.428571428571427	14.285714285714286	0	0	7.142857142857143	0	21.428571428571427	0	14.285714285714286	0	7.142857142857143	0	0	14.285714285714286	0	0.5384615384615384	0	100.0	50.0	50.0	0	0	100.0	0	0	0	0	0	0	0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	4.0	7.0	8.0	2.5	8	0	0	0	0	0	50.0	50.0	0.0	100.0	7.142857142857143	0	0	14.285714285714286	0	0	0	0	7.142857142857143	0	0	7.142857142857143	0	0	0	7.142857142857143	0	0	0	0	0	7.142857142857143	0	7.142857142857143	7.142857142857143	0	0	14.285714285714286	7.142857142857143	0	0	7.142857142857143	7.142857142857143	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
train_sentences_30.conllu	1	21	21.0	3.8333333333333335	14.285714285714286	14.285714285714286	9.523809523809524	0	0	4.761904761904762	0	14.285714285714286	0	19.047619047619047	0	14.285714285714286	0	0	9.523809523809524	0	0.5555555555555556	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	2.0	100.0	4.5	0	0	0	0	50.0	50.0	0	4.0	10.5	15.0	4.470588235294118	15	0	0	0	0	0	50.0	50.0	50.0	50.0	0	4.761904761904762	0	9.523809523809524	14.285714285714286	0	0	0	9.523809523809524	0	0	4.761904761904762	0	0	0	4.761904761904762	0	0	0	0	0	0	0	4.761904761904762	9.523809523809524	0	0	9.523809523809524	9.523809523809524	0	0	14.285714285714286	4.761904761904762	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
train_sentences_31.conllu	1	22	22.0	3.8421052631578947	4.545454545454546	13.636363636363637	13.636363636363637	4.545454545454546	4.545454545454546	4.545454545454546	0	4.545454545454546	0	13.636363636363637	0	13.636363636363637	4.545454545454546	0	18.181818181818183	0	0.47368421052631576	100.0	0	25.0	50.0	25.0	0	100.0	100.0	0	100.0	0	0	0	100.0	4.0	100.0	3.75	0	0	0	50.0	25.0	25.0	0	4.0	5.5	9.0	2.611111111111111	9	0	0	0	0	0	0	0	66.66666666666667	33.333333333333336	0	0	4.545454545454546	13.636363636363637	0	0	0	4.545454545454546	4.545454545454546	4.545454545454546	0	4.545454545454546	4.545454545454546	0	0	4.545454545454546	0	0	0	0	0	9.090909090909092	0	0	9.090909090909092	4.545454545454546	0	0	4.545454545454546	0	0	13.636363636363637	4.545454545454546	9.090909090909092	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0	0	0	0
